Time (ns)	RMSD_md1 (Å)	RMSD_md2 (Å)	RMSD_md3 (Å)	RMSD_md4 (Å)	RMSD_md5 (Å)
115.7	1.03	0.7	0.68	0.84	0.32
115.8	1.1	0.76	0.67	0.89	0.35
115.9	1.06	0.72	0.79	0.75	0.58
116.0	1.06	0.74	0.62	0.7	0.4
116.1	1.0	0.73	0.62	0.71	0.51
116.2	1.13	0.71	0.75	0.85	0.6
116.3	1.1	0.73	0.77	0.72	0.82
116.4	0.99	0.77	0.67	0.85	0.94
116.5	1.12	0.81	0.65	0.79	0.73
116.6	1.11	0.71	0.63	0.81	0.71
116.7	1.01	0.71	0.79	0.72	0.88
116.8	1.07	0.71	0.66	0.83	0.84
116.9	1.1	0.71	0.71	0.77	0.46
117.0	1.12	0.64	0.73	0.88	0.64
117.1	1.1	0.67	0.74	0.81	0.82
117.2	1.0	0.66	0.75	0.82	0.37
117.3	0.94	0.73	0.69	0.83	0.56
117.4	1.14	0.73	0.64	0.85	0.79
117.5	1.04	0.8	0.72	0.9	0.88
117.6	1.04	0.81	0.74	0.92	0.36
117.7	0.96	0.78	0.62	0.9	0.48
117.8	0.95	0.75	0.63	0.87	0.62
117.9	1.18	0.73	0.58	0.71	0.6
118.0	1.1	0.71	0.7	0.81	0.55
118.1	1.0	0.77	0.77	0.94	0.98
118.2	1.16	0.75	0.55	0.95	0.44
118.3	1.07	0.7	0.83	0.95	0.59
118.4	1.01	0.67	0.58	0.82	0.83
118.5	1.06	0.63	0.65	0.83	0.45
118.6	1.07	0.79	0.72	0.9	0.72
118.7	1.05	0.58	0.5	0.77	0.53
118.8	1.07	0.84	0.62	0.93	0.62
118.9	0.94	0.73	0.61	0.93	0.52
119.0	1.05	0.8	0.61	0.9	0.68
119.1	1.07	0.77	0.72	0.8	0.6
119.2	0.94	0.8	0.75	1.0	0.37
119.3	0.88	0.72	0.63	0.94	0.41
119.4	0.9	0.75	0.7	1.06	0.43
119.5	0.81	0.69	0.69	1.01	0.71
119.6	0.9	0.8	0.64	1.13	0.45
119.7	0.96	0.7	0.66	0.94	0.51
119.8	0.99	0.79	0.74	0.88	0.53
119.9	1.07	0.71	0.62	1.09	0.35
120.0	1.19	0.84	0.62	1.19	0.66
120.1	1.19	0.65	0.58	0.89	0.79
120.2	1.03	0.68	0.57	1.03	0.87
120.3	1.21	0.8	0.61	1.01	0.82
120.4	1.04	0.69	0.79	0.8	0.83
120.5	1.11	0.67	0.69	0.91	0.9
120.6	1.09	0.75	0.67	0.73	0.88
120.7	1.1	0.69	0.64	0.95	0.83
120.8	1.01	0.69	0.54	1.29	0.96
120.9	1.28	0.76	0.59	0.67	1.02
121.0	1.1	0.78	0.59	0.69	0.71
121.1	1.2	0.71	0.59	0.79	0.78
121.2	1.1	0.63	0.49	0.88	0.77
121.3	0.91	0.58	0.61	0.87	0.72
121.4	1.13	0.66	0.71	0.93	0.77
121.5	1.12	0.76	0.68	0.97	0.85
121.6	1.08	0.78	0.7	0.94	0.87
121.7	1.03	0.74	0.52	0.75	0.86
121.8	0.94	0.79	0.65	0.68	0.89
121.9	1.14	0.7	0.63	0.89	0.85
122.0	1.06	0.83	0.64	0.81	0.93
122.1	1.08	0.63	0.71	0.91	0.92
122.2	1.01	0.51	0.66	0.91	0.86
122.3	0.96	0.72	0.53	0.85	0.37
122.4	0.95	0.71	0.62	0.91	0.59
122.5	0.99	0.86	0.67	0.85	0.8
122.6	1.03	0.71	0.55	0.94	0.99
122.7	1.06	0.83	0.62	0.9	0.67
122.8	0.97	0.61	0.6	0.69	0.59
122.9	0.98	0.74	0.7	0.84	0.63
123.0	0.98	0.62	0.65	0.99	0.66
123.1	0.89	0.67	0.69	0.94	0.38
123.2	1.06	0.82	0.57	0.88	0.33
123.3	1.19	0.72	0.68	0.86	0.5
123.4	1.13	0.58	0.57	0.95	0.72
123.5	0.98	0.79	0.41	0.91	0.6
123.6	1.07	0.68	0.58	0.96	0.42
123.7	1.05	0.7	0.65	0.92	0.39
123.8	1.11	0.76	0.74	0.9	0.31
123.9	1.12	0.84	0.59	0.91	0.9
124.0	1.07	0.78	0.62	1.05	0.89
124.1	1.01	0.78	0.58	0.63	0.76
124.2	1.0	0.68	0.57	0.77	0.8
124.3	1.09	0.64	0.5	0.81	0.77
124.4	1.01	0.91	0.71	1.17	0.91
124.5	1.0	0.93	0.64	0.89	0.69
124.6	1.11	0.98	0.74	1.15	0.81
124.7	0.95	0.71	0.73	0.96	0.68
124.8	0.93	0.71	0.68	1.04	0.92
124.9	0.98	0.92	0.71	0.89	0.93
125.0	1.07	0.73	0.62	0.79	0.74
125.1	0.89	0.83	0.72	0.83	0.99
125.2	1.08	0.8	0.65	0.84	0.77
125.3	0.91	0.79	0.64	1.05	0.77
125.4	0.92	0.63	0.58	1.05	0.85
125.5	0.92	0.81	0.67	0.96	0.81
125.6	0.92	0.88	0.74	0.99	0.96
125.7	0.86	0.7	0.67	0.81	0.86
125.8	1.07	0.84	0.63	0.98	0.66
125.9	0.85	0.74	0.57	0.87	0.55
126.0	0.96	0.71	0.67	0.75	0.97
126.1	1.17	0.69	0.68	1.23	0.69
126.2	1.06	0.73	0.6	1.27	0.48
126.3	0.97	0.72	0.71	1.25	0.45
126.4	0.99	0.78	0.55	1.22	0.41
126.5	0.99	0.63	0.67	0.86	0.72
126.6	1.03	0.75	0.75	0.85	0.68
126.7	1.03	0.76	0.61	0.66	0.46
126.8	1.01	0.81	0.67	0.61	0.67
126.9	0.97	0.89	0.71	0.64	0.58
127.0	1.1	0.72	0.57	0.57	0.25
127.1	1.13	0.75	0.66	0.63	0.59
127.2	1.0	0.76	0.72	0.58	0.52
127.3	1.14	0.82	0.64	0.47	0.65
127.4	1.08	0.66	0.41	0.45	0.65
127.5	0.92	0.68	0.73	0.75	0.6
127.6	0.83	0.77	0.74	1.05	0.56
127.7	0.77	0.74	0.79	0.95	0.61
127.8	0.82	0.74	0.66	0.81	0.63
127.9	0.92	0.67	0.72	0.85	0.68
128.0	0.75	0.67	0.65	0.81	0.34
128.1	0.91	0.71	0.66	0.89	0.5
128.2	0.84	0.75	0.7	0.91	0.47
128.3	0.88	0.79	0.64	0.87	0.37
128.4	0.9	0.61	0.74	0.49	0.46
128.5	0.98	0.79	0.73	0.52	0.27
128.6	1.09	0.8	0.59	0.55	0.73
128.7	1.01	0.64	0.62	0.61	0.8
128.8	1.03	0.69	0.61	0.87	0.57
128.9	1.01	0.73	0.67	0.97	0.64
129.0	1.16	0.71	0.63	1.22	0.78
129.1	1.05	0.64	0.64	1.22	0.72
129.2	1.11	0.7	0.67	0.91	0.65
129.3	1.06	0.67	0.6	0.86	0.83
129.4	1.04	0.71	0.45	0.9	0.72
129.5	1.13	0.73	0.58	0.8	0.68
129.6	0.98	0.77	0.68	0.91	0.72
129.7	1.06	0.58	0.78	1.11	0.58
129.8	0.98	0.71	0.67	0.98	0.26
129.9	1.04	0.77	0.61	1.04	0.78
130.0	0.99	0.66	0.64	0.95	0.76
130.1	1.16	0.7	0.71	0.83	0.64
130.2	1.07	0.7	0.61	0.8	0.84
130.3	0.94	0.75	0.62	0.88	0.47
130.4	1.08	0.76	0.65	0.91	0.29
130.5	1.01	0.67	0.61	1.0	0.56
130.6	0.95	0.62	0.67	0.87	0.45
130.7	0.89	0.72	0.55	0.92	0.45
130.8	0.83	0.74	0.63	0.69	0.53
130.9	0.81	0.67	0.61	0.94	0.47
131.0	0.78	0.64	0.67	0.89	0.52
131.1	0.87	0.81	0.7	0.8	0.47
131.2	1.04	0.68	0.59	0.87	0.82
131.3	0.88	0.71	0.64	0.99	0.68
131.4	0.84	0.81	0.6	0.85	0.57
131.5	0.91	0.8	0.73	0.82	0.47
131.6	0.87	0.76	0.7	0.92	0.54
131.7	0.81	0.61	0.61	0.86	0.48
131.8	0.84	0.69	0.76	0.64	0.41
131.9	0.92	0.66	0.7	0.77	0.72
132.0	0.8	0.8	0.79	0.86	0.43
132.1	0.79	0.65	0.68	0.96	0.72
132.2	0.81	0.8	0.66	0.86	0.41
132.3	0.86	0.64	0.6	0.94	0.54
132.4	0.91	0.77	0.75	0.94	0.82
132.5	0.84	0.72	0.68	0.92	0.65
132.6	0.96	0.62	0.76	0.86	0.64
132.7	0.93	0.73	0.61	0.91	0.63
132.8	0.92	0.74	0.69	0.68	0.77
132.9	0.83	0.75	0.7	0.72	0.67
133.0	0.95	0.74	0.61	0.66	0.61
133.1	0.97	0.68	0.72	0.97	0.78
133.2	0.93	0.78	0.73	1.0	0.66
133.3	0.93	0.69	0.7	0.97	0.66
133.4	0.85	0.74	0.86	0.87	0.73
133.5	0.77	0.84	0.81	0.87	0.32
133.6	0.84	0.83	0.75	0.95	0.62
133.7	0.91	0.66	0.63	0.86	0.74
133.8	0.88	0.69	0.65	1.1	0.66
133.9	0.88	0.6	0.76	0.92	0.63
134.0	0.86	0.74	0.67	0.93	0.69
134.1	0.73	0.78	0.7	0.99	0.67
134.2	0.83	0.76	0.65	0.96	0.66
134.3	0.96	0.64	0.56	0.95	0.64
134.4	0.76	0.7	0.63	0.87	0.69
134.5	0.98	0.82	0.66	0.91	0.74
134.6	0.82	0.6	0.65	0.75	0.88
134.7	0.86	0.77	0.67	0.88	0.87
134.8	0.9	0.65	0.71	0.98	0.82
134.9	0.83	0.62	0.75	0.84	0.57
135.0	0.84	0.76	0.66	0.91	0.78
135.1	0.81	0.62	0.69	0.98	0.89
135.2	0.86	0.68	0.6	0.91	0.88
135.3	0.86	0.74	0.64	0.94	0.8
135.4	0.86	0.56	0.62	0.89	0.83
135.5	0.9	0.69	0.64	0.9	0.76
135.6	1.05	0.77	0.73	0.86	0.82
135.7	0.95	0.63	0.69	0.65	0.79
135.8	1.02	0.7	0.62	0.74	0.98
135.9	0.79	0.58	0.58	0.78	0.68
136.0	0.9	0.61	0.44	0.85	0.61
136.1	1.03	0.58	0.64	0.98	0.45
136.2	0.89	0.69	0.55	0.99	0.69
136.3	0.97	0.71	0.72	0.71	0.82
136.4	1.13	0.74	0.47	0.85	0.75
136.5	1.0	0.77	0.62	0.91	0.63
136.6	0.76	0.65	0.45	0.89	0.45
136.7	0.73	0.61	0.61	0.83	0.49
136.8	0.79	0.66	0.73	1.1	0.53
136.9	0.93	0.53	0.63	1.05	0.43
137.0	0.88	0.75	0.63	1.02	0.69
137.1	0.86	0.66	0.69	0.69	0.5
137.2	0.93	0.63	0.56	0.82	0.63
137.3	0.81	0.69	0.55	0.96	0.53
137.4	0.78	0.69	0.58	0.85	0.67
137.5	0.81	0.83	0.64	0.82	1.01
137.6	0.91	0.76	0.67	0.95	0.49
137.7	0.81	0.7	0.68	0.87	0.55
137.8	0.72	0.66	0.59	0.9	0.71
137.9	0.8	0.82	0.73	0.82	0.48
138.0	0.96	0.62	0.67	0.87	0.62
138.1	0.98	0.52	0.72	0.97	0.6
138.2	1.05	0.58	0.66	1.06	0.57
138.3	0.94	0.71	0.65	0.83	0.48
138.4	0.94	0.69	0.69	0.8	0.64
138.5	0.93	0.71	0.59	0.82	0.62
138.6	0.86	0.77	0.69	0.94	0.52
138.7	0.91	0.75	0.54	0.99	0.69
138.8	0.82	0.73	0.63	0.77	0.58
138.9	0.73	0.68	0.6	0.94	0.7
139.0	1.14	0.77	0.65	0.82	0.4
139.1	0.96	0.8	0.62	0.91	0.64
139.2	0.92	0.69	0.68	1.01	0.76
139.3	1.05	0.65	0.67	1.01	0.72
139.4	1.07	0.77	0.62	0.89	0.55
139.5	1.14	0.65	0.63	0.97	0.74
139.6	1.08	0.7	0.59	0.99	0.62
139.7	0.86	0.75	0.68	0.91	0.57
139.8	0.92	0.73	0.66	0.82	0.63
139.9	0.8	0.73	0.59	0.79	0.45
140.0	0.94	0.69	0.64	0.89	0.41
140.1	0.9	0.69	0.64	0.93	0.53
140.2	0.9	0.66	0.59	1.04	0.6
140.3	0.91	0.78	0.6	0.91	0.57
140.4	0.95	0.68	0.69	0.98	0.67
140.5	0.93	0.59	0.64	0.87	0.37
140.6	0.95	0.63	0.66	0.87	0.44
140.7	0.9	0.9	0.59	0.96	0.34
140.8	0.95	0.81	0.64	0.86	0.38
140.9	0.98	0.6	0.62	1.13	0.66
141.0	0.99	0.66	0.61	0.95	0.77
141.1	0.99	0.71	0.64	0.99	0.53
141.2	0.9	0.55	0.68	0.97	0.45
141.3	0.97	0.8	0.67	1.04	0.61
141.4	1.03	0.9	0.74	0.97	0.66
141.5	1.03	0.64	0.6	0.96	0.78
141.6	0.98	0.77	0.69	0.94	0.88
141.7	0.83	0.74	0.78	0.89	0.32
141.8	1.01	0.66	0.68	0.92	0.66
141.9	1.09	0.78	0.75	0.87	0.66
142.0	1.02	0.62	0.56	0.98	0.83
142.1	0.9	0.77	0.73	0.95	0.7
142.2	1.15	0.7	0.73	1.01	0.49
142.3	0.99	0.64	0.58	1.17	0.8
142.4	1.23	0.67	0.72	1.09	0.79
142.5	1.03	0.66	0.62	1.04	0.59
142.6	1.01	0.6	0.62	0.72	0.34
142.7	1.23	0.64	0.75	1.07	0.63
142.8	0.87	0.67	0.7	0.83	0.62
142.9	1.1	0.63	0.44	0.74	0.45
143.0	1.15	0.72	0.67	0.97	0.66
143.1	1.19	0.62	0.61	0.7	0.74
143.2	1.17	0.7	0.79	0.84	0.93
143.3	1.09	0.67	0.68	0.65	0.61
143.4	1.11	0.82	0.63	0.72	0.44
143.5	1.14	0.71	0.72	0.8	0.42
143.6	1.13	0.72	0.62	0.91	0.73
143.7	1.12	0.78	0.57	0.91	0.66
143.8	1.17	0.68	0.7	0.9	0.28
143.9	0.9	0.62	0.6	0.98	0.45
144.0	1.06	0.74	0.73	0.95	0.83
144.1	1.06	0.69	0.61	0.99	0.79
144.2	0.97	0.68	0.61	0.79	0.97
144.3	1.02	0.84	0.64	0.71	0.4
144.4	1.01	0.82	0.58	0.64	0.46
144.5	1.01	0.8	0.59	0.67	0.42
144.6	1.12	0.79	0.58	0.63	0.6
144.7	1.28	0.85	0.5	0.79	0.38
144.8	0.99	0.79	0.61	0.83	0.36
144.9	1.15	0.79	0.6	0.89	0.42
145.0	1.08	0.73	0.64	0.92	0.54
145.1	0.97	0.78	0.61	0.79	0.42
145.2	1.04	0.62	0.6	0.77	0.35
145.3	1.23	0.78	0.54	0.97	0.47
145.4	1.07	0.79	0.6	1.08	0.5
145.5	1.08	0.66	0.59	0.74	0.44
145.6	1.16	0.61	0.61	0.67	0.49
145.7	1.11	0.62	0.49	0.9	0.45
145.8	0.84	0.67	0.57	1.03	0.67
145.9	0.95	0.74	0.65	0.71	0.74
146.0	1.06	0.73	0.62	0.91	0.85
146.1	1.03	0.71	0.64	0.74	0.77
146.2	0.99	0.66	0.6	0.8	0.43
146.3	0.87	0.7	0.57	0.98	0.79
146.4	1.1	0.7	0.62	0.73	0.9
146.5	1.1	0.63	0.6	1.01	0.81
146.6	1.11	0.71	0.67	0.91	0.65
146.7	0.99	0.72	0.6	0.77	0.84
146.8	1.0	0.63	0.55	1.09	0.92
146.9	1.09	0.7	0.62	0.88	0.72
147.0	0.96	0.83	0.63	0.88	0.82
147.1	1.1	0.83	0.66	0.95	0.72
147.2	0.99	0.76	0.69	0.98	0.38
147.3	0.87	0.83	0.61	0.9	0.85
147.4	0.95	0.88	0.64	0.83	0.74
147.5	0.87	0.69	0.56	0.9	0.75
147.6	0.92	0.73	0.6	0.95	0.42
147.7	0.99	0.65	0.59	0.96	0.53
147.8	0.83	0.75	0.72	0.82	0.28
147.9	0.92	0.72	0.58	0.68	0.42
148.0	1.16	0.63	0.71	0.76	0.83
148.1	1.0	0.66	0.61	0.85	0.82
148.2	1.0	0.8	0.58	0.91	0.86
148.3	0.79	0.75	0.58	0.92	0.87
148.4	0.87	0.61	0.64	0.84	0.91
148.5	1.0	0.59	0.66	0.82	0.81
148.6	0.93	0.68	0.63	0.81	0.85
148.7	0.96	0.7	0.58	0.83	0.88
148.8	1.14	0.65	0.66	0.96	0.8
148.9	0.9	0.71	0.61	1.03	0.81
149.0	0.79	0.76	0.67	1.0	0.62
149.1	0.87	0.83	0.61	0.9	0.71
149.2	0.91	0.73	0.66	0.84	0.69
149.3	0.9	0.73	0.64	1.01	0.68
149.4	0.9	0.88	0.62	0.99	0.71
149.5	0.83	0.68	0.56	0.67	0.67
149.6	0.98	0.84	0.76	0.85	0.64
149.7	0.96	0.7	0.67	0.94	0.37
149.8	0.96	0.79	0.61	0.91	0.47
149.9	0.96	0.71	0.58	0.94	0.31
150.0	0.87	0.69	0.54	0.9	0.45
150.1	0.8	0.76	0.66	0.97	0.55
150.2	0.85	0.73	0.56	1.0	0.68
150.3	0.78	0.8	0.61	0.85	0.73
150.4	1.01	0.83	0.63	0.88	0.46
150.5	1.05	0.79	0.56	0.83	0.59
150.6	1.01	0.75	0.6	0.97	0.45
150.7	1.03	0.66	0.63	0.94	0.69
150.8	1.06	0.66	0.55	0.89	0.27
150.9	1.01	0.78	0.73	0.84	0.25
151.0	0.97	0.9	0.65	0.91	0.52
151.1	1.03	0.79	0.59	0.92	0.7
151.2	1.08	0.77	0.58	0.68	0.67
151.3	1.01	0.7	0.68	0.93	0.59
151.4	0.9	0.76	0.58	1.0	0.74
151.5	1.07	0.71	0.64	0.61	0.78
151.6	0.93	0.7	0.64	0.6	0.82
151.7	1.07	0.79	0.53	0.96	0.55
151.8	0.93	0.75	0.57	0.92	0.61
151.9	0.96	0.68	0.58	0.8	0.67
152.0	1.09	0.6	0.55	1.05	0.68
152.1	0.96	0.69	0.65	0.84	0.42
152.2	0.97	0.75	0.63	0.87	0.62
152.3	1.04	0.96	0.58	0.91	0.4
152.4	0.89	0.67	0.58	0.89	0.41
152.5	0.81	0.7	0.57	1.04	0.38
152.6	0.87	0.73	0.65	0.93	0.63
152.7	0.82	0.71	0.72	0.88	0.71
152.8	0.95	0.74	0.62	0.85	0.76
152.9	0.9	0.78	0.63	0.97	0.65
153.0	0.92	0.79	0.68	1.03	0.63
153.1	0.91	0.78	0.51	0.92	0.47
153.2	0.58	0.61	0.67	1.18	0.68
153.3	0.66	0.64	0.62	0.85	0.56
153.4	1.01	0.67	0.56	0.89	0.76
153.5	0.75	0.78	0.58	0.82	0.65
153.6	1.08	0.69	0.58	0.53	0.77
153.7	0.86	0.64	0.59	0.92	0.65
153.8	0.86	0.8	0.64	0.97	0.6
153.9	1.01	0.64	0.59	0.94	0.73
154.0	0.83	0.71	0.62	1.0	0.79
154.1	0.9	0.7	0.59	0.82	0.63
154.2	0.77	0.88	0.54	0.92	0.8
154.3	0.91	0.74	0.63	0.97	0.68
154.4	1.09	0.71	0.63	0.71	0.77
154.5	0.57	0.65	0.6	0.81	0.66
154.6	0.85	0.65	0.58	0.87	0.62
154.7	0.99	0.68	0.54	0.89	0.66
154.8	0.96	0.7	0.61	0.97	0.54
154.9	1.04	0.75	0.53	0.73	0.63
155.0	0.91	0.77	0.61	0.82	0.58
155.1	1.02	0.68	0.58	0.84	0.52
155.2	0.97	0.61	0.6	0.92	0.56
155.3	0.98	0.7	0.74	0.78	0.72
155.4	0.95	0.81	0.69	0.85	0.61
155.5	1.06	0.7	0.59	0.91	0.65
155.6	0.96	0.62	0.63	1.12	0.3
155.7	0.95	0.72	0.61	0.91	0.53
155.8	1.09	0.77	0.52	0.85	0.55
155.9	0.81	0.66	0.62	1.0	0.38
156.0	0.8	0.82	0.56	0.94	0.3
156.1	0.81	0.76	0.61	0.9	0.44
156.2	0.86	0.76	0.61	0.72	0.47
156.3	0.87	0.61	0.54	0.86	0.39
156.4	0.84	0.83	0.59	1.04	0.63
156.5	0.79	0.77	0.59	0.84	0.58
156.6	0.85	0.74	0.58	0.99	0.58
156.7	0.82	0.71	0.6	1.02	0.43
156.8	0.91	0.68	0.6	0.88	0.3
156.9	1.02	0.62	0.61	0.83	0.6
157.0	1.09	0.78	0.61	0.96	0.95
157.1	1.08	0.69	0.52	0.99	0.83
157.2	0.98	0.75	0.61	0.94	0.86
157.3	1.0	0.73	0.5	0.94	0.89
157.4	0.94	0.69	0.61	0.94	0.85
157.5	1.06	0.75	0.51	0.91	0.71
157.6	0.96	0.6	0.6	0.85	0.63
157.7	0.94	0.82	0.65	0.98	0.67
157.8	0.81	0.71	0.62	0.55	0.6
157.9	0.88	0.65	0.65	0.83	0.7
158.0	0.88	0.65	0.59	0.87	0.75
158.1	0.74	0.59	0.6	0.83	0.77
158.2	0.94	0.69	0.61	0.97	0.73
158.3	1.0	0.7	0.59	0.91	0.65
158.4	0.99	0.65	0.56	1.19	0.77
158.5	1.03	0.78	0.62	1.19	0.91
158.6	0.92	0.85	0.68	1.29	0.7
158.7	1.0	0.8	0.72	0.92	0.57
158.8	0.99	0.66	0.62	0.89	0.47
158.9	1.04	0.69	0.58	1.07	0.52
159.0	1.12	0.56	0.64	0.93	0.57
159.1	0.96	0.57	0.66	1.08	0.66
159.2	0.82	0.68	0.62	0.88	0.72
159.3	1.0	0.65	0.57	0.89	0.93
159.4	0.9	0.68	0.64	0.92	0.85
159.5	0.91	0.63	0.54	1.01	0.8
159.6	1.0	0.65	0.6	0.97	0.84
159.7	0.98	0.65	0.61	0.83	0.87
159.8	1.22	0.73	0.61	1.07	0.94
159.9	1.03	0.71	0.59	0.91	0.79
160.0	0.82	0.72	0.64	0.85	0.8
160.1	0.77	0.72	0.47	0.72	0.8
160.2	0.78	0.66	0.69	0.93	0.83
160.3	0.78	0.57	0.6	0.77	0.77
160.4	0.96	0.7	0.66	0.9	0.79
160.5	1.0	0.69	0.61	0.93	0.81
160.6	1.0	0.84	0.64	0.99	0.85
160.7	0.76	0.71	0.71	0.94	0.67
160.8	1.09	0.68	0.65	0.95	0.85
160.9	1.02	0.74	0.59	0.92	0.81
161.0	0.96	0.77	0.57	0.92	0.98
161.1	1.07	0.65	0.63	0.72	0.86
161.2	0.92	0.87	0.68	0.83	0.72
161.3	0.94	0.62	0.63	0.8	0.8
161.4	0.95	0.67	0.59	1.01	0.94
161.5	0.98	0.62	0.55	0.68	0.87
161.6	0.9	0.66	0.63	1.18	0.8
161.7	1.03	0.77	0.71	0.83	0.74
161.8	1.04	0.67	0.6	0.9	0.65
161.9	0.85	0.79	0.64	0.83	0.68
162.0	0.89	0.77	0.67	0.85	0.82
162.1	0.98	0.75	0.55	0.72	0.79
162.2	0.77	0.82	0.59	0.85	0.24
162.3	0.99	0.79	0.68	0.77	0.6
162.4	0.82	0.7	0.61	0.86	0.57
162.5	1.01	0.54	0.55	0.98	0.37
162.6	0.9	0.72	0.61	0.78	0.76
162.7	0.99	0.63	0.49	0.5	0.59
162.8	1.05	0.66	0.57	0.58	0.38
162.9	1.1	0.77	0.6	0.96	0.72
163.0	0.96	0.68	0.6	1.15	0.54
163.1	1.02	0.75	0.61	1.01	0.4
163.2	1.11	0.66	0.6	1.1	0.52
163.3	1.02	0.69	0.62	1.09	0.96
163.4	1.07	0.68	0.63	0.97	0.62
163.5	0.82	0.72	0.65	1.01	0.47
163.6	0.91	0.69	0.56	1.13	0.49
163.7	0.94	0.63	0.65	0.87	0.19
163.8	0.91	0.73	0.57	1.0	0.5
163.9	0.99	0.68	0.65	0.87	0.87
164.0	0.81	0.7	0.63	0.87	0.68
164.1	0.85	0.72	0.62	0.93	0.62
164.2	0.9	0.69	0.61	0.9	0.82
164.3	1.03	0.8	0.62	0.81	0.75
164.4	0.96	0.81	0.56	0.94	0.92
164.5	0.97	0.68	0.62	0.94	1.0
164.6	0.93	0.84	0.7	1.01	1.0
164.7	0.93	0.73	0.64	1.03	0.83
164.8	0.84	0.69	0.72	0.93	0.48
164.9	0.89	0.69	0.62	0.96	0.51
165.0	0.94	0.74	0.65	0.81	0.57
165.1	1.02	0.7	0.61	0.98	0.94
165.2	1.02	0.69	0.55	0.9	0.81
165.3	0.95	0.62	0.65	0.84	0.86
165.4	1.03	0.73	0.61	0.99	0.69
165.5	0.93	0.63	0.57	0.89	0.92
165.6	1.11	0.75	0.65	0.96	0.95
165.7	1.02	0.6	0.55	1.02	0.99
165.8	0.9	0.6	0.66	1.02	0.91
165.9	1.09	0.66	0.6	0.89	0.89
166.0	1.07	0.7	0.61	0.98	1.1
166.1	1.1	0.73	0.66	0.89	0.89
166.2	0.94	0.57	0.6	0.88	0.79
166.3	1.04	0.52	0.61	0.94	0.73
166.4	0.96	0.68	0.7	1.0	0.87
166.5	0.91	0.75	0.63	1.03	0.8
166.6	0.99	0.83	0.58	0.95	0.77
166.7	1.0	0.71	0.63	1.02	0.84
166.8	1.03	0.72	0.69	0.93	0.92
166.9	0.96	0.64	0.65	1.0	0.79
167.0	0.99	0.78	0.68	0.85	0.89
167.1	1.08	0.81	0.65	0.98	0.71
167.2	1.08	0.77	0.62	0.94	0.54
167.3	1.0	0.75	0.61	0.98	0.6
167.4	1.1	0.77	0.6	1.02	0.65
167.5	0.99	0.71	0.61	0.86	0.46
167.6	1.0	0.61	0.7	0.91	0.36
167.7	1.0	0.64	0.62	0.96	0.74
167.8	0.94	0.76	0.61	0.96	0.55
167.9	1.03	0.79	0.69	0.94	0.64
168.0	0.98	0.61	0.65	0.91	0.52
168.1	0.93	0.78	0.66	1.11	0.72
168.2	1.0	0.66	0.62	1.05	0.71
168.3	0.88	0.7	0.62	1.01	0.54
168.4	0.8	0.76	0.59	0.89	0.93
168.5	0.81	0.7	0.6	0.89	0.93
168.6	0.91	0.56	0.6	0.97	0.86
168.7	0.72	0.73	0.71	1.0	0.9
168.8	0.81	0.61	0.7	0.92	0.45
168.9	0.79	0.68	0.76	0.94	0.64
169.0	0.75	0.69	0.64	0.83	0.52
169.1	0.88	0.79	0.66	0.85	0.88
169.2	0.84	0.85	0.67	0.9	0.41
169.3	0.77	0.76	0.63	0.82	0.75
169.4	0.82	0.64	0.62	0.67	0.36
169.5	0.83	0.56	0.59	0.84	0.4
169.6	0.86	0.68	0.65	1.02	0.49
169.7	0.75	0.71	0.73	0.88	0.84
169.8	1.02	0.72	0.7	0.88	0.48
169.9	1.12	0.67	0.79	0.87	0.41
170.0	1.02	0.65	0.81	0.88	0.8
170.1	0.82	0.76	0.74	0.82	0.53
170.2	0.82	0.67	0.61	0.9	0.26
170.3	0.89	0.76	0.7	0.88	0.99
170.4	0.82	0.65	0.75	0.86	0.4
170.5	0.73	0.71	0.66	0.88	0.6
170.6	0.79	0.67	0.7	0.81	0.46
170.7	0.85	0.53	0.56	0.96	0.47
170.8	0.91	0.71	0.65	0.9	0.48
170.9	0.85	0.68	0.67	1.03	0.43
171.0	0.84	0.62	0.72	0.96	0.46
171.1	0.84	0.73	0.76	1.1	0.56
171.2	0.91	0.67	0.79	1.02	0.68
171.3	0.95	0.64	0.8	0.89	0.39
171.4	0.84	0.61	0.63	0.91	0.49
171.5	0.71	0.84	0.73	0.94	0.38
171.6	0.82	0.67	0.55	0.99	0.35
171.7	0.84	0.74	0.69	0.6	0.28
171.8	0.92	0.69	0.68	0.79	0.67
171.9	0.78	0.7	0.7	0.74	0.34
172.0	1.04	0.74	0.67	0.74	0.59
172.1	0.96	0.68	0.64	0.69	0.49
172.2	0.91	0.68	0.59	0.87	0.27
172.3	0.93	0.76	0.6	0.78	0.48
172.4	1.05	0.72	0.65	1.0	0.48
172.5	0.94	0.67	0.7	0.97	0.41
172.6	0.91	0.7	0.62	1.07	0.45
172.7	1.09	0.73	0.69	0.82	0.58
172.8	0.81	0.78	0.61	0.83	0.43
172.9	0.7	0.69	0.63	1.01	0.59
173.0	1.07	0.73	0.72	0.87	0.19
173.1	0.78	0.7	0.72	0.68	0.6
173.2	0.79	0.63	0.79	0.77	0.51
173.3	0.85	0.82	0.64	0.75	0.61
173.4	0.77	0.6	0.64	0.7	0.58
173.5	0.77	0.71	0.65	0.82	0.75
173.6	0.9	0.67	0.76	0.85	0.54
