Time (ns)	RMSD_md1 (Å)	RMSD_md2 (Å)	RMSD_md3 (Å)	RMSD_md4 (Å)	RMSD_md5 (Å)
57.7	0.95	0.76	0.58	0.79	0.32
57.8	0.84	0.73	0.62	0.85	0.44
57.9	0.91	0.71	0.6	0.83	0.37
58.0	0.78	0.73	0.6	0.76	0.3
58.1	0.86	0.68	0.64	0.84	0.38
58.2	0.81	0.64	0.75	0.88	0.38
58.3	0.92	0.61	0.61	0.95	0.31
58.4	0.75	0.66	0.61	0.86	0.43
58.5	0.82	0.8	0.62	0.88	0.39
58.6	0.8	0.64	0.68	0.98	0.32
58.7	0.84	0.77	0.58	0.88	0.57
58.8	0.96	0.72	0.61	0.91	0.3
58.9	1.11	0.63	0.6	0.81	0.49
59.0	1.06	0.63	0.67	0.88	0.52
59.1	1.09	0.54	0.6	0.84	0.51
59.2	1.08	0.71	0.61	0.86	0.57
59.3	0.77	0.64	0.61	0.98	0.41
59.4	0.99	0.72	0.61	1.26	0.58
59.5	0.96	0.74	0.71	1.1	0.59
59.6	0.93	0.71	0.63	1.2	0.31
59.7	1.11	1.03	0.58	1.3	0.43
59.8	0.98	0.71	0.65	1.24	0.29
59.9	1.12	0.54	0.61	1.07	0.4
60.0	0.86	0.69	0.58	1.22	0.4
60.1	0.96	0.75	0.57	1.21	0.63
60.2	0.96	0.66	0.68	1.17	0.74
60.3	0.91	0.63	0.64	1.15	0.38
60.4	0.86	0.67	0.64	1.12	0.38
60.5	0.84	0.75	0.63	1.09	0.68
60.6	0.89	0.62	0.62	1.2	0.68
60.7	1.11	0.66	0.68	1.22	0.32
60.8	1.1	0.64	0.63	1.06	0.53
60.9	1.12	0.8	0.61	0.98	0.51
61.0	1.13	0.75	0.59	1.09	0.32
61.1	1.11	0.67	0.63	1.21	0.64
61.2	1.09	0.64	0.64	1.08	0.43
61.3	1.06	0.74	0.55	1.18	0.65
61.4	1.06	0.83	0.58	1.08	0.88
61.5	0.95	0.6	0.61	1.11	0.76
61.6	1.12	0.7	0.61	1.11	0.54
61.7	0.98	0.7	0.65	1.27	0.74
61.8	1.05	0.65	0.61	1.06	0.35
61.9	1.05	0.69	0.6	1.06	0.52
62.0	1.07	0.8	0.64	1.18	0.69
62.1	1.03	0.83	0.67	1.26	0.46
62.2	0.81	0.82	0.61	1.24	0.44
62.3	1.03	0.92	0.57	1.27	0.64
62.4	1.06	0.98	0.6	1.35	0.48
62.5	1.12	0.85	0.64	1.22	0.42
62.6	1.08	0.88	0.6	1.29	0.62
62.7	1.02	0.93	0.62	1.15	0.51
62.8	0.96	0.86	0.54	1.27	0.6
62.9	0.84	0.82	0.71	1.26	0.62
63.0	1.03	0.7	0.61	1.2	0.67
63.1	1.05	0.61	0.61	1.25	0.64
63.2	1.2	0.67	0.61	1.24	0.54
63.3	1.08	0.67	0.63	1.24	0.72
63.4	0.85	0.72	0.62	1.31	0.8
63.5	0.83	0.72	0.55	1.24	0.5
63.6	0.89	0.72	0.56	1.22	0.71
63.7	1.0	0.75	0.57	1.28	0.57
63.8	1.0	0.62	0.62	1.26	0.56
63.9	0.79	0.68	0.64	1.27	0.51
64.0	0.89	0.66	0.59	1.43	0.64
64.1	0.87	0.71	0.64	1.11	0.61
64.2	0.88	0.78	0.62	1.18	0.6
64.3	1.1	0.72	0.72	1.2	0.63
64.4	0.98	0.8	0.6	1.27	0.55
64.5	0.98	0.68	0.8	1.18	0.72
64.6	1.06	0.74	0.61	1.3	0.51
64.7	1.13	0.67	0.56	1.31	0.68
64.8	0.92	0.73	0.62	1.23	0.83
64.9	1.01	0.74	0.61	1.42	0.66
65.0	0.93	0.75	0.59	1.22	0.55
65.1	0.96	0.71	0.6	1.38	0.51
65.2	0.87	0.68	0.65	1.15	0.61
65.3	0.96	0.86	0.68	1.3	0.64
65.4	1.05	0.69	0.63	1.39	0.62
65.5	1.13	0.59	0.63	1.23	0.61
65.6	1.09	0.62	0.62	1.37	0.56
65.7	1.09	0.75	0.67	1.23	0.64
65.8	1.04	0.68	0.6	0.86	0.47
65.9	1.06	0.69	0.6	0.87	0.67
66.0	1.11	0.82	0.57	0.96	0.82
66.1	1.12	0.72	0.6	0.99	0.74
66.2	1.04	0.55	0.58	1.23	0.81
66.3	1.09	0.88	0.61	1.09	0.62
66.4	0.97	0.24	0.75	1.03	0.78
66.5	1.06	0.66	0.59	1.26	0.62
66.6	1.09	0.65	0.54	1.24	0.78
66.7	1.02	0.77	0.58	0.79	0.78
66.8	1.02	0.59	0.6	0.81	0.73
66.9	1.02	0.7	0.54	0.84	0.74
67.0	1.11	0.66	0.56	0.93	1.08
67.1	1.02	0.69	0.61	0.79	0.88
67.2	1.1	0.61	0.61	0.72	0.74
67.3	1.12	0.71	0.58	0.7	0.54
67.4	1.0	0.64	0.7	0.83	0.48
67.5	1.04	0.86	0.63	0.6	0.56
67.6	1.15	0.6	0.65	0.63	0.47
67.7	1.09	0.73	0.64	0.68	0.52
67.8	0.96	0.65	0.68	0.88	0.41
67.9	1.11	0.71	0.62	0.71	0.43
68.0	1.06	0.61	0.68	0.9	0.29
68.1	1.16	0.64	0.67	0.76	0.43
68.2	0.92	0.66	0.62	0.99	0.46
68.3	1.13	0.58	0.57	1.01	0.62
68.4	1.05	0.84	0.61	0.94	0.65
68.5	1.01	0.88	0.61	0.87	0.55
68.6	1.05	0.77	0.6	0.95	0.43
68.7	0.98	0.69	0.61	0.81	0.44
68.8	1.03	0.63	0.67	0.83	0.66
68.9	1.08	0.76	0.63	0.9	0.5
69.0	1.12	0.73	0.67	1.09	0.73
69.1	1.14	0.75	0.63	0.92	0.64
69.2	1.13	0.67	0.63	0.87	0.57
69.3	1.05	0.67	0.67	1.0	0.41
69.4	1.19	0.76	0.57	1.01	0.53
69.5	0.75	0.62	0.62	0.93	0.51
69.6	1.08	0.72	0.63	0.87	0.43
69.7	1.05	0.86	0.58	0.92	0.61
69.8	0.97	0.56	0.63	0.94	0.74
69.9	0.95	0.48	0.58	0.96	0.71
70.0	1.09	0.45	0.59	0.99	0.35
70.1	0.69	0.55	0.66	0.99	0.51
70.2	1.12	0.87	0.64	0.8	0.45
70.3	0.96	0.63	0.65	1.09	0.93
70.4	1.15	0.69	0.7	0.92	0.91
70.5	1.06	0.65	0.69	1.09	0.98
70.6	0.95	0.69	0.65	1.05	0.77
70.7	1.09	0.87	0.66	0.82	0.85
70.8	0.96	0.7	0.59	0.84	0.74
70.9	0.98	0.7	0.56	0.96	0.61
71.0	0.95	0.89	0.62	0.85	0.58
71.1	1.07	0.97	0.6	0.94	0.56
71.2	1.03	0.86	0.65	0.79	0.47
71.3	1.03	0.79	0.61	0.84	0.51
71.4	1.03	0.79	0.59	0.94	0.59
71.5	0.98	0.74	0.57	0.79	0.56
71.6	1.06	0.62	0.62	0.82	0.62
71.7	1.0	0.57	0.64	0.7	0.55
71.8	1.17	0.93	0.61	0.77	0.71
71.9	1.07	1.0	0.63	0.8	0.48
72.0	1.07	0.66	0.6	0.67	0.54
72.1	0.91	0.88	0.63	0.76	0.49
72.2	1.03	0.84	0.61	0.75	0.49
72.3	1.13	0.75	0.64	0.83	0.34
72.4	1.05	0.65	0.55	0.66	0.4
72.5	0.95	0.76	0.56	0.59	0.59
72.6	1.03	0.67	0.64	0.86	0.5
72.7	1.1	0.68	0.6	0.86	0.36
72.8	1.08	0.74	0.66	0.79	0.37
72.9	0.99	0.73	0.67	0.81	0.5
73.0	0.96	0.71	0.61	0.73	0.59
73.1	1.03	0.8	0.47	0.7	0.71
73.2	1.04	0.67	0.52	0.74	0.61
73.3	0.94	0.67	0.64	0.85	0.63
73.4	1.21	0.77	0.64	0.86	0.48
73.5	1.03	0.75	0.63	0.84	0.57
73.6	1.03	0.8	0.63	0.84	0.47
73.7	0.98	0.88	0.67	0.74	1.02
73.8	0.96	0.65	0.6	0.83	0.58
73.9	0.96	0.57	0.59	0.62	0.66
74.0	1.1	0.54	0.62	0.5	0.53
74.1	1.21	0.66	0.62	0.68	0.75
74.2	1.0	0.72	0.64	0.77	0.46
74.3	1.06	0.81	0.69	0.82	0.7
74.4	1.09	0.83	0.64	0.79	0.59
74.5	1.13	0.65	0.6	0.73	0.65
74.6	1.03	0.8	0.62	1.0	0.53
74.7	1.12	0.85	0.57	0.85	0.54
74.8	1.07	0.83	0.61	0.82	0.64
74.9	1.09	0.83	0.42	0.9	0.59
75.0	0.95	0.8	0.6	0.88	0.68
75.1	0.98	0.66	0.63	0.81	0.49
75.2	0.92	0.77	0.66	0.86	0.52
75.3	0.72	0.7	0.63	0.9	0.5
75.4	0.87	0.73	0.56	0.89	0.78
75.5	0.91	0.77	0.64	0.8	0.51
75.6	0.92	0.71	0.68	0.77	0.63
75.7	0.92	0.8	0.54	0.86	0.72
75.8	0.92	0.74	0.61	0.9	0.41
75.9	0.78	0.72	0.63	0.8	0.54
76.0	1.03	0.39	0.61	0.94	0.59
76.1	1.0	0.65	0.57	0.79	0.71
76.2	1.05	0.67	0.62	0.88	0.48
76.3	1.13	0.6	0.62	0.81	0.75
76.4	1.0	0.75	0.61	0.81	0.83
76.5	1.01	0.67	0.59	0.82	0.4
76.6	0.98	0.57	0.61	0.89	0.37
76.7	1.05	0.74	0.61	0.88	0.57
76.8	0.99	0.68	0.59	0.77	0.48
76.9	1.02	0.67	0.57	0.84	0.55
77.0	1.07	0.76	0.61	0.87	0.45
77.1	0.99	0.67	0.54	0.95	0.7
77.2	1.09	0.77	0.59	0.94	0.5
77.3	1.02	0.82	0.64	0.9	0.34
77.4	0.99	0.7	0.59	0.83	0.45
77.5	1.03	0.76	0.62	0.85	0.4
77.6	0.93	0.58	0.63	0.81	0.35
77.7	0.97	0.76	0.52	0.82	0.42
77.8	0.94	0.78	0.62	0.85	0.37
77.9	1.07	0.76	0.58	1.05	0.66
78.0	0.89	0.71	0.53	0.84	0.53
78.1	1.04	0.67	0.61	0.92	0.76
78.2	1.05	0.63	0.64	0.8	0.67
78.3	1.06	0.7	0.55	0.78	0.56
78.4	1.0	0.88	0.64	0.92	0.96
78.5	1.0	0.72	0.61	0.88	0.79
78.6	1.12	0.7	0.57	0.83	0.61
78.7	0.95	0.88	0.59	0.88	0.57
78.8	1.06	0.75	0.56	0.82	0.56
78.9	1.11	0.85	0.57	0.86	0.71
79.0	0.99	0.75	0.58	0.88	0.59
79.1	0.97	0.97	0.6	0.83	0.38
79.2	1.08	0.85	0.61	0.96	0.59
79.3	1.0	0.82	0.59	0.99	0.62
79.4	1.03	0.8	0.56	0.69	0.63
79.5	1.02	0.66	0.68	0.83	0.76
79.6	0.98	0.96	0.73	0.81	0.56
79.7	0.95	0.92	0.6	0.88	0.48
79.8	0.99	0.94	0.6	1.0	0.54
79.9	1.13	0.98	0.6	0.93	0.38
80.0	1.05	1.04	0.57	1.03	0.43
80.1	1.08	1.02	0.58	1.12	0.37
80.2	1.08	0.94	0.61	0.89	0.38
80.3	1.03	0.8	0.63	1.22	0.63
80.4	1.07	0.96	0.61	1.02	0.44
80.5	1.08	0.71	0.62	0.96	0.66
80.6	1.0	0.74	0.59	1.01	0.68
80.7	1.02	0.82	0.61	0.96	0.41
80.8	0.99	0.84	0.62	0.99	0.41
80.9	0.96	0.84	0.67	0.9	0.5
81.0	0.91	0.8	0.73	0.87	0.48
81.1	1.05	0.75	0.76	0.97	0.5
81.2	0.95	0.95	0.67	0.92	0.43
81.3	1.11	0.94	0.67	0.85	0.33
81.4	1.02	0.99	0.75	0.96	0.27
81.5	0.92	0.88	0.68	0.92	0.56
81.6	0.82	0.88	0.66	0.98	0.7
81.7	0.91	0.83	0.62	0.87	0.63
81.8	0.8	0.77	0.59	0.92	0.65
81.9	0.66	0.72	0.6	0.81	0.63
82.0	0.87	0.78	0.62	0.85	0.82
82.1	0.9	0.66	0.66	0.85	0.61
82.2	0.8	0.7	0.6	0.66	0.56
82.3	0.93	0.67	0.63	0.9	0.73
82.4	0.79	0.82	0.69	0.89	0.63
82.5	0.79	0.77	0.65	0.91	0.73
82.6	0.86	0.98	0.64	0.85	0.56
82.7	0.87	0.76	0.63	0.86	0.57
82.8	0.82	0.89	0.61	1.08	0.67
82.9	0.86	1.05	0.61	0.91	0.58
83.0	0.84	0.86	0.6	0.92	0.51
83.1	0.84	0.81	0.61	0.9	0.64
83.2	0.82	0.69	0.62	0.85	0.63
83.3	0.89	0.81	0.62	1.07	0.55
83.4	0.87	0.69	0.57	0.86	0.66
83.5	0.85	0.78	0.59	0.89	0.66
83.6	0.87	0.75	0.59	0.99	0.72
83.7	0.87	0.68	0.6	0.93	0.63
83.8	0.88	0.7	0.6	0.85	0.68
83.9	1.05	0.55	0.67	0.98	0.46
84.0	1.07	0.64	0.6	0.88	0.52
84.1	1.02	0.7	0.6	0.88	0.51
84.2	0.83	0.8	0.62	0.9	0.47
84.3	0.79	0.64	0.58	0.85	0.54
84.4	0.75	0.67	0.61	0.83	0.57
84.5	1.0	0.68	0.68	0.82	0.81
84.6	1.03	0.64	0.61	0.94	0.66
84.7	0.93	0.71	0.6	0.99	0.64
84.8	1.01	0.68	0.64	0.95	0.46
84.9	1.03	0.65	0.69	0.88	0.5
85.0	0.97	0.68	0.64	0.8	0.46
85.1	0.89	0.88	0.65	0.88	0.39
85.2	1.0	0.69	0.61	0.82	0.47
85.3	1.02	0.69	0.54	0.81	0.58
85.4	1.11	0.71	0.68	0.68	0.66
85.5	1.08	0.71	0.61	0.82	0.85
85.6	1.07	0.72	0.6	0.73	0.77
85.7	1.09	0.71	0.63	0.71	0.94
85.8	0.96	0.67	0.69	0.77	0.75
85.9	1.01	0.68	0.6	0.74	0.65
86.0	1.19	0.64	0.61	0.73	0.41
86.1	1.09	0.74	0.58	0.88	0.36
86.2	0.99	0.71	0.65	0.78	0.38
86.3	0.91	0.67	0.61	0.89	0.33
86.4	0.96	0.48	0.67	0.92	0.77
86.5	1.02	0.61	0.6	0.89	0.53
86.6	1.09	0.74	0.63	0.94	0.59
86.7	1.13	0.72	0.66	0.91	0.54
86.8	1.04	0.58	0.71	0.99	0.55
86.9	1.07	0.77	0.67	0.92	0.43
87.0	1.03	0.42	0.59	0.83	0.55
87.1	1.06	0.45	0.67	0.83	0.46
87.2	0.98	1.1	0.56	0.9	0.54
87.3	0.99	0.84	0.61	0.87	0.54
87.4	1.09	0.95	0.6	0.9	0.38
87.5	1.1	0.87	0.67	0.91	0.48
87.6	1.0	0.59	0.6	0.91	0.64
87.7	1.06	0.78	0.62	0.83	0.51
87.8	1.03	0.71	0.54	0.6	0.52
87.9	0.85	0.66	0.57	0.75	0.6
88.0	0.9	0.73	0.61	0.83	0.27
88.1	0.88	0.66	0.67	0.74	0.45
88.2	0.91	0.66	0.64	0.69	0.44
88.3	1.01	0.64	0.66	0.84	0.53
88.4	1.07	0.7	0.64	0.92	0.53
88.5	1.06	0.73	0.52	0.85	0.43
88.6	1.03	0.75	0.61	0.89	0.43
88.7	1.1	0.67	0.63	0.83	0.64
88.8	1.02	0.74	0.62	0.81	0.52
88.9	1.08	0.75	0.56	0.85	0.6
89.0	1.08	0.79	0.56	1.02	0.59
89.1	1.07	0.76	0.55	0.64	0.57
89.2	0.91	0.71	0.56	0.86	0.33
89.3	0.97	0.73	0.63	0.83	0.7
89.4	0.85	0.83	0.66	0.85	0.39
89.5	0.81	0.71	0.59	0.74	0.43
89.6	0.91	0.79	0.69	0.95	0.48
89.7	0.94	0.73	0.59	0.79	0.39
89.8	0.91	0.7	0.64	0.89	0.51
89.9	1.15	0.71	0.67	0.98	0.33
90.0	0.93	0.77	0.78	0.9	0.42
90.1	0.97	0.72	0.64	0.71	0.5
90.2	1.11	0.67	0.77	0.76	0.56
90.3	1.02	0.73	0.6	0.85	0.54
90.4	1.04	0.72	0.77	0.77	0.72
90.5	1.08	0.84	0.67	0.7	0.55
90.6	0.98	0.83	0.82	0.85	0.42
90.7	0.94	0.78	0.69	0.91	0.39
90.8	1.22	0.68	0.73	0.84	0.39
90.9	0.98	0.63	0.62	0.76	0.5
91.0	1.07	0.68	0.71	0.88	0.31
91.1	1.08	0.77	0.76	0.95	0.31
91.2	0.97	0.75	0.71	0.89	0.27
91.3	1.06	0.76	0.72	0.94	0.42
91.4	0.97	0.74	0.69	0.93	0.28
91.5	0.98	0.84	0.76	0.84	0.56
91.6	0.99	0.67	0.73	0.86	0.46
91.7	1.08	0.73	0.81	0.81	0.27
91.8	1.1	0.81	0.91	0.93	0.26
91.9	1.1	0.81	0.72	1.01	0.46
92.0	1.09	0.77	0.54	0.97	0.52
92.1	1.12	0.72	0.78	0.89	0.43
92.2	1.12	0.83	0.79	0.91	0.41
92.3	1.11	0.81	0.71	0.9	0.4
92.4	1.07	0.81	0.58	0.86	0.4
92.5	1.09	0.79	0.57	0.98	0.58
92.6	0.99	0.76	0.56	0.86	0.55
92.7	1.11	0.73	0.56	0.96	0.66
92.8	0.94	0.78	0.61	0.95	0.34
92.9	1.07	0.75	0.62	0.88	0.51
93.0	1.09	0.74	0.62	0.89	0.62
93.1	1.1	0.66	0.54	0.89	0.45
93.2	1.04	0.76	0.62	1.06	0.6
93.3	1.06	0.76	0.51	0.79	0.59
93.4	1.18	0.75	0.6	0.92	0.74
93.5	1.01	0.97	0.59	0.95	1.11
93.6	1.12	0.96	0.56	0.84	0.61
93.7	0.99	1.02	0.57	0.66	0.5
93.8	1.06	0.82	0.57	1.03	0.55
93.9	1.02	0.75	0.55	0.93	0.56
94.0	1.09	0.7	0.54	1.09	0.74
94.1	0.97	0.76	0.53	0.96	0.49
94.2	0.97	0.69	0.64	0.88	0.66
94.3	1.0	0.5	0.57	0.96	0.48
94.4	1.01	0.67	0.68	0.89	0.61
94.5	1.07	0.64	0.59	0.84	0.7
94.6	1.14	0.81	0.63	0.84	0.63
94.7	1.02	0.89	0.62	0.81	0.73
94.8	1.05	0.71	0.63	1.0	0.64
94.9	1.0	0.71	0.6	0.92	0.43
95.0	1.0	0.78	0.56	0.9	0.65
95.1	1.05	0.78	0.57	0.84	0.49
95.2	1.09	0.89	0.65	0.4	0.63
95.3	1.05	0.7	0.61	0.39	0.59
95.4	1.08	0.73	0.64	0.87	0.57
95.5	0.97	0.68	0.48	0.93	0.44
95.6	1.09	1.0	0.57	0.57	0.3
95.7	1.02	0.83	0.53	0.36	0.44
95.8	0.93	1.01	0.63	0.29	0.67
95.9	0.99	0.81	0.56	0.5	0.54
96.0	1.08	0.57	0.63	0.39	0.61
96.1	1.1	0.73	0.55	0.52	0.43
96.2	0.95	0.64	0.62	0.37	0.57
96.3	0.98	0.71	0.56	1.13	0.58
96.4	0.93	0.67	0.64	1.12	0.69
96.5	1.09	0.75	0.57	1.29	0.67
96.6	0.96	0.86	0.61	1.28	0.6
96.7	1.01	0.83	0.59	1.35	0.68
96.8	0.95	0.69	0.57	1.27	0.63
96.9	0.99	0.79	0.51	1.24	0.8
97.0	1.11	0.74	0.6	1.25	0.54
97.1	1.07	0.73	0.68	1.32	0.47
97.2	1.07	0.74	0.56	1.26	0.57
97.3	1.08	0.7	0.61	1.23	0.65
97.4	1.07	0.73	0.58	1.21	0.73
97.5	0.93	0.72	0.66	1.21	0.77
97.6	0.98	0.74	0.58	1.25	0.56
97.7	1.01	0.7	0.58	1.27	0.49
97.8	1.01	0.76	0.46	1.17	0.72
97.9	0.95	0.71	0.69	1.08	0.76
98.0	1.11	0.72	0.59	1.19	0.38
98.1	1.12	0.81	0.64	1.28	0.32
98.2	1.04	0.75	0.6	1.2	0.38
98.3	1.06	0.77	0.58	1.17	0.54
98.4	0.97	0.81	0.61	1.1	0.55
98.5	1.05	0.64	0.43	1.26	0.66
98.6	0.95	0.72	0.55	1.16	0.53
98.7	1.07	0.74	0.55	1.24	0.68
98.8	1.05	0.7	0.52	1.35	0.61
98.9	1.02	0.72	0.7	1.13	0.71
99.0	1.13	0.8	0.56	1.16	0.55
99.1	1.15	0.71	0.47	1.28	0.68
99.2	0.98	0.84	0.65	1.12	0.89
99.3	1.06	0.82	0.56	1.12	0.7
99.4	1.13	0.73	0.59	1.35	0.75
99.5	1.16	0.86	0.55	0.88	0.7
99.6	1.1	0.73	0.66	1.16	0.96
99.7	0.95	0.76	0.64	1.27	0.57
99.8	0.93	0.71	0.6	1.18	0.3
99.9	0.86	0.71	0.57	1.15	0.64
100.0	0.91	0.8	0.54	1.18	0.72
100.1	0.98	0.43	0.6	1.3	0.76
100.2	0.82	0.79	0.65	1.3	0.53
100.3	0.82	0.75	0.59	1.26	0.56
100.4	0.8	0.7	0.59	1.21	0.53
100.5	0.9	0.78	0.59	1.17	0.37
100.6	0.91	0.74	0.58	1.19	0.47
100.7	1.11	0.73	0.64	1.2	0.34
100.8	1.15	0.69	0.52	1.07	0.44
100.9	1.08	0.76	0.62	1.28	0.6
101.0	1.09	0.66	0.57	1.26	0.69
101.1	1.06	0.62	0.61	1.15	0.46
101.2	1.09	0.7	0.63	1.15	0.81
101.3	1.04	0.57	0.57	1.25	0.32
101.4	1.09	0.79	0.57	0.87	0.46
101.5	1.06	0.75	0.57	0.93	0.49
101.6	1.08	0.69	0.51	0.99	0.51
101.7	0.99	0.75	0.56	0.85	0.42
101.8	1.05	0.62	0.54	0.85	0.37
101.9	0.92	0.64	0.58	0.82	0.34
102.0	1.15	0.7	0.6	0.84	0.34
102.1	0.99	0.69	0.64	0.81	0.42
102.2	0.97	0.64	0.6	0.73	0.45
102.3	0.92	0.78	0.57	0.73	0.37
102.4	1.17	0.65	0.47	0.65	0.4
102.5	1.02	0.69	0.58	0.76	0.4
102.6	1.07	0.7	0.66	0.7	0.78
102.7	0.97	0.71	0.59	0.73	0.6
102.8	1.08	0.69	0.63	0.77	0.61
102.9	1.02	0.69	0.57	0.77	0.66
103.0	0.84	0.72	0.61	0.76	0.5
103.1	0.9	0.66	0.64	0.75	0.44
103.2	0.85	0.66	0.47	0.89	0.4
103.3	0.89	0.78	0.48	0.92	0.9
103.4	0.99	0.6	0.55	0.99	0.7
103.5	0.9	0.79	0.61	0.89	0.71
103.6	0.91	0.73	0.67	0.89	0.8
103.7	0.8	0.75	0.59	0.89	0.61
103.8	1.01	0.74	0.57	0.91	0.65
103.9	1.03	0.69	0.63	0.91	0.64
104.0	1.02	0.75	0.49	0.93	0.64
104.1	1.02	0.6	0.66	0.9	0.82
104.2	1.01	0.64	0.56	0.9	0.3
104.3	0.99	0.75	0.58	0.99	0.39
104.4	1.14	0.74	0.61	0.91	0.46
104.5	0.83	0.7	0.51	0.74	0.4
104.6	0.9	0.73	0.54	0.93	0.43
104.7	0.99	0.61	0.64	0.9	0.66
104.8	0.92	0.67	0.57	0.93	0.74
104.9	1.03	0.77	0.59	1.02	0.41
105.0	1.01	0.66	0.64	0.86	0.43
105.1	1.01	0.66	0.6	0.63	0.67
105.2	0.97	0.69	0.66	0.71	0.64
105.3	1.07	0.66	0.55	0.68	0.63
105.4	0.98	0.71	0.57	0.63	0.58
105.5	1.04	0.66	0.65	0.73	0.61
105.6	1.09	0.71	0.59	0.75	0.52
105.7	1.02	0.72	0.6	0.85	0.7
105.8	1.02	0.76	0.65	0.89	0.64
105.9	1.02	0.84	0.61	0.91	0.85
106.0	1.03	0.69	0.66	0.89	0.83
106.1	1.05	0.62	0.61	0.84	0.75
106.2	1.08	0.75	0.53	0.84	0.92
106.3	0.99	0.75	0.56	0.86	0.95
106.4	1.0	0.76	0.6	0.86	0.84
106.5	1.13	0.8	0.61	0.89	0.69
106.6	1.11	0.66	0.61	0.74	0.6
106.7	0.93	0.73	0.71	0.67	0.69
106.8	1.11	0.65	0.53	0.74	0.49
106.9	0.99	0.69	0.62	0.89	0.66
107.0	1.03	0.61	0.59	0.7	0.59
107.1	0.96	0.64	0.59	0.82	0.51
107.2	0.99	0.68	0.68	0.95	0.62
107.3	1.1	0.61	0.62	0.77	0.63
107.4	0.9	0.7	0.61	0.89	0.65
107.5	1.05	0.69	0.69	0.97	0.61
107.6	1.0	0.73	0.6	0.8	0.68
107.7	0.97	0.68	0.5	0.75	0.79
107.8	0.95	0.71	0.64	0.79	0.68
107.9	1.14	0.67	0.6	0.79	0.68
108.0	1.02	0.69	0.65	0.87	0.76
108.1	1.02	0.7	0.6	0.94	0.62
108.2	0.97	0.57	0.59	0.94	0.72
108.3	1.01	0.64	0.65	0.93	0.27
108.4	1.13	0.71	0.54	0.77	0.36
108.5	1.08	0.59	0.67	0.9	0.43
108.6	1.02	0.67	0.6	0.97	0.55
108.7	1.01	0.71	0.77	0.92	0.57
108.8	1.03	0.68	0.64	0.81	0.62
108.9	1.06	0.76	0.66	0.98	0.84
109.0	1.07	0.83	0.59	0.87	0.68
109.1	1.07	0.71	0.62	1.06	0.62
109.2	1.16	0.72	0.66	0.79	0.41
109.3	1.06	0.71	0.64	0.9	0.7
109.4	1.07	0.71	0.66	0.9	0.61
109.5	1.09	0.69	0.61	1.17	0.81
109.6	1.02	0.7	0.7	1.09	0.61
109.7	1.12	0.66	0.66	1.09	0.75
109.8	0.96	0.68	0.76	0.82	0.68
109.9	0.87	0.79	0.62	0.91	0.39
110.0	0.79	0.79	0.67	0.87	0.68
110.1	1.0	0.64	0.7	0.79	0.42
110.2	0.86	0.67	0.65	0.87	0.64
110.3	0.96	0.74	0.7	0.86	0.57
110.4	0.95	0.6	0.78	0.9	0.62
110.5	0.99	0.71	0.65	0.9	0.5
110.6	1.03	0.67	0.64	0.98	0.84
110.7	0.95	0.79	0.65	0.84	0.57
110.8	0.85	0.67	0.57	0.9	0.82
110.9	0.91	0.75	0.57	0.99	0.82
111.0	0.82	0.71	0.77	0.82	0.89
111.1	0.89	0.68	0.64	0.95	0.86
111.2	0.88	0.56	0.57	0.91	0.58
111.3	0.91	0.74	0.71	0.82	0.81
111.4	0.96	0.54	0.71	0.92	0.57
111.5	1.01	0.62	0.7	0.78	0.58
111.6	0.97	0.93	0.64	0.7	0.91
111.7	1.04	0.57	0.62	0.85	0.81
111.8	1.0	0.69	0.67	0.72	0.57
111.9	1.1	0.7	0.5	0.82	0.61
112.0	0.95	0.77	0.6	0.9	0.86
112.1	1.11	0.69	0.63	0.97	0.64
112.2	1.11	0.67	0.57	0.91	0.77
112.3	1.06	0.79	0.67	0.89	0.75
112.4	0.9	0.67	0.6	0.89	0.52
112.5	1.01	0.64	0.63	0.96	0.62
112.6	1.02	0.62	0.64	0.85	0.64
112.7	1.02	0.67	0.56	0.85	0.64
112.8	1.03	0.66	0.64	0.83	0.8
112.9	1.06	0.66	0.59	0.76	0.33
113.0	1.14	0.71	0.67	0.67	0.59
113.1	1.06	0.71	0.6	0.78	0.51
113.2	1.02	0.78	0.65	0.73	0.64
113.3	1.02	0.74	0.71	0.59	0.71
113.4	1.1	0.6	0.62	0.77	0.59
113.5	0.98	0.64	0.65	0.7	0.49
113.6	1.09	0.56	0.69	0.78	0.64
113.7	1.08	0.68	0.76	0.85	0.6
113.8	0.94	0.68	0.54	0.71	0.55
113.9	1.0	0.73	0.7	0.79	0.65
114.0	0.97	0.6	0.67	0.97	0.53
114.1	1.04	0.66	0.68	0.79	0.54
114.2	1.04	0.78	0.71	0.76	0.7
114.3	0.99	0.54	0.78	0.82	0.56
114.4	0.89	0.6	0.75	0.85	0.42
114.5	0.95	0.67	0.78	0.77	0.63
114.6	1.0	0.76	0.75	0.75	0.68
114.7	1.02	0.68	0.67	0.99	0.78
114.8	1.03	0.67	0.74	0.89	0.39
114.9	0.97	0.75	0.52	0.86	0.52
115.0	1.14	0.71	0.81	0.8	0.52
115.1	1.08	0.62	0.71	0.84	0.51
115.2	1.01	0.69	0.59	0.82	0.52
115.3	1.01	0.69	0.67	0.77	0.65
115.4	1.01	0.74	0.78	0.75	0.56
115.5	1.11	0.69	0.65	0.65	0.67
115.6	1.08	0.74	0.58	0.65	0.37
