Time (ns)	RMSD_md1 (Å)	RMSD_md2 (Å)	RMSD_md3 (Å)	RMSD_md4 (Å)	RMSD_md5 (Å)
114.8	0.58	0.46	1.01	0.66	0.75
114.9	0.56	0.66	1.01	0.66	0.82
115.0	0.54	0.69	1.16	0.88	0.86
115.1	0.66	0.58	1.04	0.71	1.06
115.2	0.68	0.63	1.08	0.75	0.82
115.3	0.58	0.81	1.07	0.72	0.49
115.4	0.64	0.68	0.84	0.65	0.73
115.5	0.54	0.51	0.93	0.77	0.87
115.6	0.74	0.63	0.85	0.67	0.99
115.7	0.61	0.7	1.06	0.74	0.9
115.8	0.75	0.67	0.92	0.74	0.64
115.9	0.58	0.77	0.73	0.77	0.93
116.0	0.52	0.8	0.58	0.68	0.87
116.1	0.56	0.74	0.54	0.66	0.85
116.2	0.78	0.74	0.8	0.7	0.65
116.3	0.71	0.72	0.61	0.53	0.91
116.4	0.7	0.62	0.46	0.44	0.72
116.5	0.76	0.71	0.8	0.48	0.93
116.6	0.8	0.63	0.94	0.46	0.84
116.7	0.69	1.04	0.86	0.55	0.83
116.8	0.85	1.09	1.08	0.62	0.86
116.9	0.89	0.69	1.02	0.6	0.81
117.0	0.68	0.66	0.98	0.58	0.79
117.1	0.92	0.72	0.94	0.87	0.75
117.2	0.81	0.62	1.01	0.8	0.97
117.3	0.76	0.74	0.92	0.75	0.78
117.4	0.86	0.77	0.94	0.78	0.84
117.5	0.86	0.69	0.8	0.8	0.67
117.6	0.81	0.73	0.9	0.83	0.76
117.7	0.84	0.73	0.88	0.74	0.74
117.8	0.72	0.69	0.91	0.7	0.81
117.9	0.74	0.6	0.85	0.73	0.87
118.0	0.78	0.7	0.94	0.75	0.87
118.1	0.78	0.64	0.88	0.77	0.88
118.2	0.86	0.59	0.96	0.76	0.63
118.3	0.72	0.66	0.92	0.75	0.86
118.4	0.62	0.7	0.87	0.78	0.73
118.5	0.63	0.96	0.91	0.82	0.57
118.6	0.61	0.67	0.99	0.76	0.73
118.7	0.63	0.67	0.83	0.77	0.74
118.8	0.59	0.7	1.11	0.92	0.73
118.9	0.67	0.68	1.03	0.86	0.7
119.0	0.64	0.72	0.99	0.88	0.83
119.1	0.56	0.68	1.03	0.73	0.71
119.2	0.58	0.78	1.04	0.73	0.6
119.3	0.73	0.75	1.14	0.75	0.66
119.4	0.59	0.54	1.22	0.88	0.76
119.5	0.72	0.67	1.02	0.9	0.76
119.6	0.58	0.68	0.99	0.8	0.84
119.7	0.55	0.59	1.04	0.58	0.85
119.8	0.67	0.81	1.05	0.81	0.81
119.9	0.57	0.74	1.11	0.7	0.74
120.0	0.57	0.72	0.6	0.75	0.76
120.1	0.66	0.75	0.73	0.82	0.75
120.2	0.71	0.58	0.77	0.77	0.78
120.3	0.63	0.63	0.63	0.82	0.73
120.4	0.71	0.67	0.67	0.75	0.79
120.5	0.64	0.69	0.84	0.8	0.76
120.6	0.64	0.66	0.62	0.79	0.81
120.7	0.59	0.68	0.6	0.81	0.92
120.8	0.48	0.67	0.85	0.76	0.75
120.9	0.63	0.67	0.8	0.77	0.77
121.0	0.58	0.73	0.62	0.77	0.72
121.1	0.53	0.68	0.73	0.78	0.77
121.2	0.5	0.69	0.84	0.87	0.83
121.3	0.61	0.68	0.34	0.82	0.65
121.4	0.67	0.71	0.39	0.88	0.83
121.5	0.47	0.7	0.42	0.77	0.42
121.6	0.58	0.69	0.33	0.73	0.41
121.7	0.6	0.65	0.42	0.79	0.34
121.8	0.6	0.6	0.31	0.79	0.51
121.9	0.48	0.62	0.46	0.76	0.34
122.0	0.73	0.74	0.83	0.77	0.58
122.1	0.71	0.63	0.88	0.73	0.42
122.2	0.74	0.77	0.77	0.79	0.54
122.3	0.67	0.66	0.8	0.95	0.49
122.4	0.66	0.72	0.83	0.97	0.48
122.5	0.68	0.76	0.81	1.03	0.45
122.6	0.77	0.63	0.84	0.99	0.39
122.7	0.69	0.7	0.85	0.89	0.49
122.8	0.69	0.72	1.02	0.75	0.55
122.9	0.75	0.55	1.09	0.91	0.51
123.0	0.7	0.51	0.89	1.03	0.28
123.1	0.73	0.66	0.9	0.79	0.87
123.2	0.89	0.61	0.89	0.79	0.7
123.3	0.77	0.61	0.93	0.75	0.76
123.4	0.64	0.59	1.0	0.76	0.76
123.5	0.72	0.65	1.02	0.68	0.9
123.6	0.79	0.75	1.01	0.42	0.91
123.7	0.74	0.64	0.96	0.41	0.72
123.8	0.74	0.63	1.08	0.46	0.81
123.9	0.66	0.66	0.93	0.38	0.86
124.0	0.68	0.68	0.97	0.6	0.72
124.1	0.62	0.76	0.96	0.73	0.65
124.2	0.8	0.75	1.11	0.57	0.69
124.3	0.75	0.67	1.0	0.55	0.52
124.4	0.71	0.63	1.08	0.64	0.79
124.5	0.67	0.48	0.96	0.41	0.59
124.6	0.75	0.69	1.09	0.52	0.82
124.7	0.73	0.56	1.09	0.37	0.93
124.8	0.65	0.62	0.74	0.43	0.84
124.9	0.76	0.51	1.02	0.66	0.8
125.0	0.75	0.64	1.1	0.56	0.81
125.1	0.88	0.66	0.98	0.43	0.76
125.2	0.74	0.7	0.96	0.49	0.77
125.3	0.71	0.72	0.8	0.59	0.83
125.4	0.79	0.85	1.03	0.5	0.73
125.5	0.71	0.63	1.14	0.54	0.81
125.6	0.72	0.68	1.02	0.38	0.79
125.7	0.77	0.68	0.93	0.43	0.9
125.8	0.81	0.62	1.09	0.53	0.84
125.9	0.75	0.66	0.75	0.55	0.61
126.0	0.74	0.68	0.86	0.78	0.94
126.1	0.73	0.69	0.9	0.75	1.03
126.2	0.64	0.76	0.88	0.76	0.91
126.3	0.76	0.6	0.83	0.77	0.84
126.4	0.7	0.74	1.14	0.79	0.75
126.5	0.77	0.75	1.03	0.78	0.61
126.6	0.8	0.67	0.87	0.77	0.82
126.7	0.71	0.77	0.8	0.72	0.5
126.8	0.76	0.76	1.04	0.79	0.43
126.9	0.75	0.77	1.03	0.79	0.69
127.0	0.7	0.72	1.06	0.73	0.55
127.1	0.71	0.71	0.75	0.74	0.39
127.2	0.71	0.93	0.87	0.73	0.56
127.3	0.79	0.59	1.13	0.73	0.33
127.4	0.87	0.65	0.96	0.61	0.4
127.5	0.73	0.63	1.0	0.74	0.51
127.6	0.79	0.71	0.6	0.77	0.38
127.7	0.78	0.71	0.81	0.83	0.3
127.8	0.69	0.65	0.97	0.72	0.35
127.9	0.61	0.61	1.02	0.75	0.5
128.0	0.59	0.71	1.06	0.76	0.45
128.1	0.47	0.75	0.93	0.72	0.43
128.2	0.74	0.64	0.78	0.73	0.35
128.3	0.61	0.62	1.08	0.75	0.34
128.4	0.56	0.69	1.0	0.85	0.33
128.5	0.68	0.57	1.04	0.89	0.69
128.6	0.54	0.58	1.0	0.76	0.84
128.7	0.62	0.65	1.08	0.74	0.69
128.8	0.58	0.62	1.1	0.75	0.74
128.9	0.69	0.71	1.1	0.78	0.96
129.0	0.52	0.74	1.03	0.77	0.72
129.1	0.78	0.7	0.65	0.74	0.73
129.2	0.69	0.71	0.46	0.77	0.78
129.3	0.79	0.79	0.96	0.81	0.79
129.4	0.69	0.65	0.83	0.79	0.72
129.5	0.67	0.73	0.67	0.67	0.79
129.6	0.78	0.67	0.61	0.58	0.64
129.7	0.73	0.69	0.79	0.8	0.77
129.8	0.81	0.59	0.6	0.66	0.54
129.9	0.78	0.71	0.93	0.57	0.84
130.0	0.77	0.76	0.74	0.43	0.88
130.1	0.73	0.72	0.69	0.62	1.04
130.2	0.49	0.65	0.97	0.6	0.74
130.3	0.31	0.63	0.67	0.63	0.81
130.4	0.31	0.76	0.39	0.56	0.78
130.5	0.26	0.68	0.65	0.47	0.86
130.6	0.25	0.64	1.07	0.44	0.78
130.7	0.54	0.74	0.84	0.46	0.79
130.8	0.47	0.58	0.92	0.62	0.77
130.9	0.34	0.62	0.72	0.58	0.77
131.0	0.49	0.79	1.08	0.58	0.29
131.1	0.28	0.67	0.98	0.54	0.56
131.2	0.36	0.67	0.98	0.47	0.49
131.3	0.31	0.64	0.59	0.52	0.23
131.4	0.29	0.63	0.8	0.51	0.53
131.5	0.34	0.65	1.14	0.58	0.52
131.6	0.42	0.72	1.06	0.5	0.54
131.7	0.29	0.78	0.94	0.47	0.44
131.8	0.41	0.73	1.04	0.61	0.47
131.9	0.29	0.77	1.14	0.44	0.56
132.0	0.44	0.8	0.95	0.36	0.39
132.1	0.69	0.63	1.04	0.54	0.59
132.2	0.87	0.9	0.82	0.53	0.53
132.3	0.68	0.74	1.01	0.55	0.5
132.4	0.56	0.75	0.95	0.49	0.41
132.5	0.68	0.71	0.83	0.55	0.36
132.6	0.56	0.62	0.96	0.6	0.47
132.7	0.56	0.7	0.96	0.56	0.4
132.8	0.49	0.71	0.75	0.54	0.74
132.9	0.59	0.58	0.93	0.41	0.69
133.0	0.44	0.66	1.05	0.4	0.77
133.1	0.6	0.71	0.67	0.57	0.66
133.2	0.47	0.69	0.7	0.53	0.79
133.3	0.64	0.79	1.02	0.63	0.82
133.4	0.59	0.63	0.76	0.62	1.05
133.5	0.56	0.69	1.03	0.47	0.94
133.6	0.52	0.66	0.99	0.32	0.74
133.7	0.51	0.66	1.14	0.47	0.84
133.8	0.46	0.65	0.9	0.77	0.65
133.9	0.61	0.78	0.95	0.81	0.61
134.0	0.64	0.65	1.07	0.75	0.77
134.1	0.49	0.54	0.83	0.75	0.81
134.2	0.61	0.63	0.95	0.75	0.68
134.3	0.53	0.53	0.9	0.74	0.82
134.4	0.55	0.71	0.93	0.49	0.77
134.5	0.45	0.63	1.05	0.42	0.75
134.6	0.52	0.66	0.91	0.53	0.65
134.7	0.48	0.6	0.8	0.62	0.79
134.8	0.48	0.71	0.93	0.63	0.74
134.9	0.57	0.56	0.96	0.62	0.83
135.0	0.55	0.65	0.89	0.6	0.73
135.1	0.53	0.62	0.88	0.57	0.83
135.2	0.6	0.69	0.37	0.8	0.52
135.3	0.47	0.72	0.89	0.78	0.81
135.4	0.81	0.71	0.3	0.8	0.78
135.5	0.68	0.52	0.37	0.76	0.79
135.6	0.67	0.69	0.41	0.72	0.63
135.7	0.68	0.6	0.55	0.84	0.72
135.8	0.72	0.74	0.7	0.77	0.82
135.9	0.59	0.56	0.78	0.8	0.74
136.0	0.67	0.7	0.34	0.75	0.65
136.1	0.65	0.59	0.54	0.7	0.96
136.2	0.66	0.63	0.58	0.75	0.83
136.3	0.77	0.66	0.74	0.74	0.7
136.4	0.74	0.67	0.73	0.62	0.77
136.5	0.71	0.68	0.85	0.67	0.81
136.6	0.68	0.73	0.71	0.58	0.77
136.7	0.74	0.79	0.76	0.71	0.34
136.8	0.71	0.75	0.81	0.84	0.4
136.9	0.65	0.66	0.98	0.54	0.41
137.0	0.6	0.71	1.03	0.6	0.44
137.1	0.64	0.77	0.95	0.77	0.49
137.2	0.64	0.8	0.94	0.69	0.45
137.3	0.64	0.8	0.93	0.78	0.91
137.4	0.66	0.92	0.79	0.72	0.77
137.5	0.65	0.75	0.83	0.77	0.79
137.6	0.64	0.79	0.97	0.79	0.73
137.7	0.75	0.75	1.03	0.77	0.68
137.8	0.62	0.78	1.01	0.74	0.69
137.9	0.63	0.8	1.05	0.78	0.9
138.0	0.61	0.77	0.98	0.73	0.82
138.1	0.63	0.8	0.95	0.5	0.66
138.2	0.56	0.64	0.93	0.5	0.8
138.3	0.77	0.73	0.91	0.52	0.81
138.4	0.68	0.73	0.86	0.47	0.73
138.5	0.65	0.62	0.87	0.57	0.87
138.6	0.67	0.75	0.55	0.49	0.78
138.7	0.66	0.91	0.65	0.48	0.93
138.8	0.4	0.82	0.74	0.49	0.83
138.9	0.29	0.84	0.62	0.48	0.8
139.0	0.47	0.85	0.57	0.73	0.73
139.1	0.35	0.8	0.55	0.78	0.87
139.2	0.34	0.78	0.61	0.77	0.62
139.3	0.26	0.92	0.63	0.75	0.72
139.4	0.44	0.64	0.68	0.73	0.86
139.5	0.43	0.73	0.66	0.75	0.89
139.6	0.88	0.73	0.63	0.72	0.79
139.7	0.38	0.8	0.62	0.78	0.8
139.8	0.42	0.76	0.85	0.78	0.76
139.9	0.28	0.9	0.65	0.81	0.78
140.0	0.3	0.67	0.54	0.74	0.73
140.1	0.28	0.75	0.96	0.78	0.93
140.2	0.61	0.66	0.89	0.7	0.78
140.3	0.7	0.68	0.88	0.57	0.86
140.4	0.78	0.8	1.04	0.72	0.82
140.5	0.66	0.8	1.0	0.78	0.42
140.6	0.72	0.79	1.04	0.41	0.47
140.7	0.71	0.74	0.96	0.77	0.56
140.8	0.61	0.68	1.13	0.83	0.86
140.9	0.59	0.76	1.0	0.54	0.71
141.0	0.38	0.71	0.98	0.76	0.69
141.1	0.65	0.84	0.97	0.76	0.79
141.2	0.55	0.95	1.08	0.75	0.7
141.3	0.63	0.78	1.0	0.76	0.87
141.4	0.59	0.69	1.0	0.49	1.0
141.5	0.61	0.72	1.05	0.51	0.61
141.6	0.57	0.69	1.09	0.72	0.75
141.7	0.61	0.76	0.98	0.74	0.71
141.8	0.56	0.75	1.14	0.72	0.55
141.9	0.54	0.78	1.05	0.73	0.34
142.0	0.8	0.85	0.98	0.83	0.34
142.1	0.67	0.97	0.96	0.75	0.77
142.2	0.56	0.85	0.79	0.75	0.88
142.3	0.67	1.12	0.95	0.74	0.81
142.4	0.63	0.93	0.93	0.82	0.63
142.5	0.64	1.13	0.93	0.74	0.6
142.6	0.53	1.19	1.0	0.78	0.74
142.7	0.7	1.05	0.99	0.75	0.84
142.8	0.74	1.01	0.74	0.84	0.71
142.9	0.66	1.0	0.94	0.64	0.81
143.0	0.64	0.92	1.17	0.71	0.77
143.1	0.76	0.79	1.09	0.81	0.75
143.2	0.73	1.02	0.94	0.72	0.8
143.3	0.7	1.16	0.97	0.77	0.82
143.4	0.69	1.03	0.96	0.74	0.85
143.5	0.68	0.97	0.94	0.55	0.73
143.6	0.62	1.0	1.01	0.39	0.62
143.7	0.79	1.16	1.13	0.47	0.81
143.8	0.58	1.21	0.82	0.88	0.84
143.9	0.7	1.03	0.97	0.8	0.43
144.0	0.7	0.97	1.07	0.74	0.44
144.1	0.75	1.04	0.75	0.78	0.57
144.2	0.76	1.01	0.57	0.75	0.48
144.3	0.74	1.13	0.84	0.8	0.44
144.4	0.69	1.02	0.96	0.53	0.32
144.5	0.71	0.99	0.92	0.44	0.8
144.6	0.69	1.32	0.75	0.51	0.77
144.7	0.71	1.02	0.72	0.53	0.77
144.8	0.62	1.05	0.55	0.48	0.71
144.9	0.62	1.0	0.73	0.52	0.86
145.0	0.74	0.78	1.06	0.49	0.8
145.1	0.68	0.65	0.91	0.72	0.95
145.2	0.66	0.68	0.68	0.58	0.83
145.3	0.77	0.7	0.76	0.58	0.89
145.4	0.71	0.77	0.57	0.4	0.48
145.5	0.65	0.65	0.7	0.48	0.68
145.6	0.7	0.68	0.64	0.49	0.8
145.7	0.24	0.78	0.65	0.46	0.73
145.8	0.3	0.79	0.82	0.41	0.77
145.9	0.29	0.69	0.59	0.74	0.74
146.0	0.41	0.7	0.79	0.51	0.56
146.1	0.39	0.86	0.86	0.51	0.35
146.2	0.35	0.84	0.83	0.49	0.32
146.3	0.35	0.79	0.8	0.43	0.56
146.4	0.42	0.86	0.66	0.8	0.45
146.5	0.41	0.73	0.68	0.74	0.43
146.6	0.44	0.86	0.83	0.6	0.46
146.7	0.62	0.71	0.85	0.44	0.53
146.8	0.41	0.67	0.88	0.73	0.45
146.9	0.31	0.78	0.83	0.76	0.43
147.0	0.53	0.65	0.88	0.66	0.39
147.1	0.75	0.88	0.96	0.51	0.38
147.2	0.73	0.88	1.03	0.63	0.51
147.3	0.67	0.77	0.92	0.49	0.62
147.4	0.68	0.86	0.88	0.58	0.49
147.5	0.7	0.83	0.89	0.48	0.59
147.6	0.67	0.84	0.94	0.57	0.4
147.7	0.69	0.91	1.04	0.54	0.34
147.8	0.67	0.84	0.53	0.54	0.68
147.9	0.81	0.81	0.67	0.5	0.34
148.0	0.64	0.84	0.94	0.73	0.42
148.1	0.75	0.63	0.78	0.77	0.57
148.2	0.56	0.82	0.69	0.77	0.48
148.3	0.44	0.71	0.67	0.36	0.25
148.4	0.33	0.79	0.54	0.43	0.4
148.5	0.32	0.86	0.7	0.51	0.58
148.6	0.36	0.68	0.93	0.74	0.42
148.7	0.35	0.72	0.9	0.74	0.51
148.8	0.48	0.76	0.87	0.46	0.46
148.9	0.38	0.8	0.55	0.51	0.67
149.0	0.39	0.78	0.36	0.5	0.63
149.1	0.27	0.86	0.92	0.57	0.61
149.2	0.58	0.72	0.82	0.62	0.85
149.3	0.58	0.85	0.67	0.22	0.91
149.4	0.59	0.68	0.75	0.45	0.55
149.5	0.64	0.68	1.02	0.54	0.81
149.6	0.55	0.67	1.09	0.55	0.86
149.7	0.67	0.78	0.67	0.42	0.71
149.8	0.66	0.69	0.68	0.53	0.58
149.9	0.69	0.74	0.74	0.48	0.53
150.0	0.68	0.79	1.02	0.47	0.43
150.1	0.68	0.69	1.01	0.58	0.4
150.2	0.44	0.72	0.77	0.39	0.54
150.3	0.34	0.74	0.79	0.44	0.62
150.4	0.29	0.7	0.9	0.53	0.42
150.5	0.77	0.77	0.97	0.5	0.42
150.6	0.59	0.9	0.91	0.59	0.54
150.7	0.51	0.84	0.93	0.5	0.39
150.8	0.54	0.58	0.91	0.53	0.47
150.9	0.61	0.78	1.02	0.57	0.51
151.0	0.58	0.63	0.89	0.6	0.45
151.1	0.71	0.64	0.95	0.51	0.51
151.2	0.65	0.68	0.86	0.41	0.27
151.3	0.57	0.71	0.89	0.53	0.34
151.4	0.59	0.72	0.96	0.49	0.36
151.5	0.64	0.77	0.97	0.48	0.45
151.6	0.66	0.71	0.94	0.49	0.5
151.7	0.58	0.77	0.78	0.32	0.66
151.8	0.65	0.96	0.99	0.56	0.67
151.9	0.79	0.72	1.01	0.49	0.81
152.0	0.75	0.66	0.79	0.5	0.73
152.1	0.74	0.91	0.68	0.39	0.78
152.2	0.55	0.8	0.87	0.52	0.81
152.3	0.64	0.76	0.91	0.52	0.73
152.4	0.69	0.82	0.86	0.51	0.8
152.5	0.6	0.91	0.86	0.56	0.88
152.6	0.59	0.92	0.94	0.42	0.76
152.7	0.67	0.88	0.97	0.75	0.82
152.8	0.57	0.89	0.87	0.77	0.74
152.9	0.55	0.68	1.09	0.72	0.74
153.0	0.5	0.86	0.96	0.76	0.57
153.1	0.61	0.77	0.88	0.77	0.73
153.2	0.71	0.68	0.95	0.75	0.51
153.3	0.73	0.77	0.96	0.77	0.9
153.4	0.72	0.86	0.89	0.78	0.73
153.5	0.67	0.83	1.08	0.75	0.78
153.6	0.79	0.91	1.05	0.76	0.81
153.7	0.74	0.78	1.03	0.7	0.81
153.8	0.66	0.82	1.01	0.77	0.69
153.9	0.64	0.79	1.04	0.88	0.8
154.0	0.74	0.86	0.98	0.75	0.84
154.1	0.71	0.9	0.95	0.59	0.95
154.2	0.71	0.76	0.9	0.75	0.87
154.3	0.62	0.96	0.9	0.74	0.69
154.4	0.7	0.94	0.92	0.77	0.85
154.5	0.73	0.92	0.89	0.74	0.69
154.6	0.66	0.91	0.92	0.61	0.76
154.7	0.69	0.72	0.93	0.5	0.7
154.8	0.53	0.9	0.98	0.83	0.77
154.9	0.62	0.77	1.03	0.8	0.98
155.0	0.56	0.8	0.87	0.48	0.8
155.1	0.7	0.72	1.0	0.62	0.81
155.2	0.76	0.97	0.96	0.46	0.76
155.3	0.67	0.7	0.95	0.63	0.86
155.4	0.74	0.75	0.97	0.78	0.8
155.5	0.41	0.79	1.04	0.77	0.62
155.6	0.32	0.9	0.95	0.73	0.86
155.7	0.36	0.81	1.05	0.69	0.8
155.8	0.5	0.84	0.79	0.78	0.64
155.9	0.49	0.78	0.77	0.75	0.78
156.0	0.71	0.76	0.97	0.71	0.82
156.1	0.69	0.83	0.87	0.81	0.75
156.2	0.8	0.67	0.95	0.77	0.74
156.3	0.63	0.8	0.96	0.71	0.83
156.4	0.6	0.67	0.89	0.51	0.68
156.5	0.74	0.83	0.89	0.76	0.81
156.6	0.78	0.82	0.95	0.52	0.67
156.7	0.62	0.76	0.94	0.4	0.59
156.8	0.71	0.68	0.92	0.58	0.72
156.9	0.73	0.68	0.81	0.56	0.59
157.0	0.71	0.7	0.97	0.7	0.78
157.1	0.79	0.8	0.94	0.64	0.77
157.2	0.68	0.63	1.01	0.41	0.81
157.3	0.68	0.71	1.07	0.47	0.89
157.4	0.6	0.65	0.76	0.73	0.64
157.5	0.8	0.74	0.79	0.79	0.53
157.6	0.73	0.74	0.75	0.73	0.6
157.7	0.77	0.91	0.93	0.79	0.65
157.8	0.74	0.79	1.0	0.69	0.45
157.9	0.76	0.9	0.92	0.75	0.66
158.0	0.7	0.68	0.85	0.74	0.5
158.1	0.73	0.81	0.85	0.59	0.5
158.2	0.73	0.81	0.98	0.72	0.62
158.3	0.8	0.87	1.0	0.7	0.63
158.4	0.76	0.61	1.05	0.73	0.79
158.5	0.69	0.85	0.94	0.75	0.63
158.6	0.78	0.86	0.89	0.74	0.62
158.7	0.77	0.68	1.07	0.76	0.57
158.8	0.67	0.69	0.89	0.53	0.7
158.9	0.77	0.71	0.96	0.81	0.68
159.0	0.68	0.75	1.11	0.78	0.74
159.1	0.67	0.76	0.93	0.76	0.7
159.2	0.89	0.68	1.0	0.77	0.79
159.3	0.81	0.66	0.93	0.72	0.65
159.4	0.7	0.73	1.0	0.77	0.64
159.5	0.62	0.79	0.85	0.78	0.78
159.6	0.58	0.69	1.01	0.74	0.77
159.7	0.69	0.79	1.02	0.75	0.91
159.8	0.62	0.7	1.01	0.77	0.79
159.9	0.75	0.72	1.05	0.81	0.85
160.0	0.82	0.71	0.83	0.79	0.86
160.1	0.79	0.69	0.96	0.79	0.85
160.2	0.73	0.78	0.93	0.79	0.78
160.3	0.74	0.68	0.95	0.75	0.71
160.4	0.87	0.68	0.69	0.81	0.84
160.5	0.76	0.74	0.84	0.69	0.84
160.6	0.71	0.59	1.0	0.71	0.67
160.7	0.53	0.79	0.92	0.77	0.74
160.8	0.69	0.71	0.95	0.83	0.83
160.9	0.72	0.79	0.94	0.77	0.8
161.0	0.56	0.74	0.96	0.75	0.68
161.1	0.59	0.76	0.91	0.44	0.92
161.2	0.71	0.77	0.98	0.9	0.79
161.3	0.61	0.78	0.72	0.8	0.84
161.4	0.57	0.81	0.65	0.87	0.77
161.5	0.62	0.76	0.91	0.82	0.73
161.6	0.73	0.77	0.79	0.73	0.81
161.7	0.27	0.73	0.84	0.73	0.78
161.8	0.32	0.7	0.97	0.8	0.81
161.9	0.64	0.58	0.86	0.85	0.75
162.0	0.6	0.78	0.59	0.77	0.56
162.1	0.8	0.78	0.87	0.72	0.61
162.2	0.71	0.66	0.9	0.52	0.52
162.3	0.67	0.76	0.81	0.74	0.51
162.4	0.56	0.98	0.87	0.79	0.77
162.5	0.56	0.67	1.05	0.78	0.81
162.6	0.61	0.81	0.91	0.73	0.74
162.7	0.56	0.72	0.8	0.81	0.74
162.8	0.58	0.69	1.1	0.81	0.75
162.9	0.61	0.79	0.77	0.75	0.79
163.0	0.57	0.65	1.08	0.74	0.83
163.1	0.77	0.7	0.84	0.83	0.56
163.2	0.74	0.66	0.81	0.92	0.84
163.3	0.54	0.8	0.7	0.86	0.75
163.4	0.5	0.59	0.37	0.75	0.73
163.5	0.54	0.61	0.69	0.76	0.79
163.6	0.55	0.69	0.71	0.75	0.74
163.7	0.54	0.86	0.96	0.72	0.53
163.8	0.53	0.76	0.86	0.73	0.7
163.9	0.66	0.85	0.94	0.74	0.67
164.0	0.77	0.74	0.86	0.47	0.67
164.1	0.7	0.89	1.01	0.83	0.78
164.2	0.73	0.72	0.68	0.73	0.78
164.3	0.72	0.75	0.74	0.75	0.81
164.4	0.78	0.73	0.71	0.74	0.78
164.5	0.74	0.75	0.83	0.87	0.72
164.6	0.74	0.68	0.74	0.79	0.73
164.7	0.78	0.67	1.0	0.84	0.82
164.8	0.7	0.69	0.91	0.71	0.93
164.9	0.75	0.82	0.77	0.72	0.77
165.0	0.64	0.72	0.84	0.57	0.77
165.1	0.74	0.7	0.92	0.52	0.66
165.2	0.73	0.69	0.93	0.79	0.82
165.3	0.74	0.67	0.87	0.46	0.75
165.4	0.7	0.67	0.91	0.56	0.74
165.5	0.6	0.69	1.02	0.59	0.81
165.6	0.66	0.75	0.59	0.74	0.79
165.7	0.48	0.74	0.38	0.78	0.64
165.8	0.71	0.8	0.54	0.74	0.45
165.9	0.68	1.04	0.59	0.51	0.33
166.0	0.72	1.16	0.66	0.49	0.58
166.1	0.72	1.06	1.0	0.63	0.76
166.2	0.74	1.16	0.7	0.55	0.7
166.3	0.73	1.06	0.62	0.55	0.72
166.4	0.69	1.12	0.76	0.48	0.86
166.5	0.67	1.15	0.74	0.56	0.8
166.6	0.79	1.21	0.95	0.61	0.78
166.7	0.65	1.18	0.53	0.49	0.72
166.8	0.82	1.04	0.64	0.57	0.86
166.9	0.72	1.04	0.7	0.76	0.82
167.0	0.76	1.1	0.66	0.73	0.9
167.1	0.72	1.0	0.71	0.74	0.68
167.2	0.69	0.92	0.88	0.73	0.74
167.3	0.65	0.6	0.96	0.72	0.76
167.4	0.69	0.62	0.96	1.03	0.77
167.5	0.63	0.67	0.9	0.74	0.74
167.6	0.75	0.73	0.86	0.75	0.78
167.7	0.73	0.74	0.86	0.73	0.8
167.8	0.78	0.72	0.88	0.4	0.68
167.9	0.71	0.93	0.74	0.53	0.8
168.0	0.66	0.77	1.03	0.61	0.49
168.1	0.76	0.63	0.8	0.63	0.76
168.2	0.85	0.75	0.94	0.68	0.78
168.3	0.82	0.8	1.09	0.68	0.79
168.4	0.87	0.66	0.88	0.75	0.53
168.5	0.67	0.63	0.87	0.63	0.4
168.6	0.79	0.65	0.96	0.57	0.38
168.7	0.64	0.68	0.85	0.8	0.44
168.8	0.65	0.74	1.14	0.95	0.48
168.9	0.8	0.72	0.95	0.85	0.38
169.0	0.75	0.71	0.84	0.74	0.37
169.1	0.62	0.7	0.97	0.82	0.32
169.2	0.6	0.71	1.05	0.75	0.33
169.3	0.41	0.83	0.92	0.79	0.45
169.4	0.74	0.85	0.88	0.73	0.39
169.5	0.77	0.69	0.81	0.72	0.44
169.6	0.71	0.67	0.89	0.74	0.46
169.7	0.75	0.88	1.08	0.71	0.46
169.8	0.77	0.63	0.99	0.77	0.22
169.9	0.68	0.55	1.01	0.83	0.43
170.0	0.74	0.6	1.0	0.73	0.42
170.1	0.73	0.69	1.07	0.79	0.44
170.2	0.85	0.65	1.01	0.57	0.52
170.3	0.63	0.61	0.91	0.53	0.39
170.4	0.67	0.68	0.97	0.86	0.51
170.5	0.69	0.65	0.87	0.88	0.42
170.6	0.54	0.67	1.06	0.76	0.43
170.7	0.55	0.64	0.91	0.5	0.39
170.8	0.62	0.69	1.05	0.69	0.38
170.9	0.82	0.67	1.1	0.92	0.49
171.0	0.76	0.77	1.05	0.76	0.29
171.1	0.59	0.52	0.86	0.79	0.47
171.2	0.67	0.59	0.95	0.76	0.36
171.3	0.68	0.6	0.65	0.74	0.27
171.4	0.68	0.66	1.07	0.73	0.55
171.5	0.72	0.58	1.09	0.73	0.28
171.6	0.66	0.65	0.93	0.74	0.5
171.7	0.65	0.77	0.99	0.73	0.28
171.8	0.68	0.69	0.84	0.78	0.4
171.9	0.68	0.64	0.84	0.41	0.38
172.0	0.62	0.56	1.0	0.66	0.29
172.1	0.76	0.58	0.93	0.43	0.4
172.2	0.7	0.57	1.06	0.49	0.44
172.3	0.76	0.74	1.0	0.48	0.39
172.4	0.71	0.56	0.98	0.46	0.41
172.5	0.72	0.66	0.62	0.69	0.33
172.6	0.72	0.58	0.95	0.65	0.41
172.7	0.76	0.63	0.76	0.71	0.43
