Time (ns)	RMSD_md1 (Å)	RMSD_md2 (Å)	RMSD_md3 (Å)	RMSD_md4 (Å)	RMSD_md5 (Å)
56.8	0.7	0.77	0.84	0.48	0.69
56.9	0.75	0.79	0.65	0.78	0.75
57.0	0.74	0.8	0.65	0.78	0.68
57.1	0.76	0.69	0.91	0.76	0.72
57.2	0.82	0.52	0.86	0.74	0.67
57.3	0.71	0.71	0.69	0.71	0.58
57.4	0.67	0.54	0.62	0.77	0.75
57.5	0.77	0.6	0.6	0.73	0.83
57.6	0.81	0.69	0.81	0.74	0.73
57.7	0.77	0.63	0.63	0.75	0.7
57.8	0.68	0.64	0.77	0.72	0.71
57.9	0.41	0.69	0.68	0.74	0.78
58.0	0.75	0.58	0.6	0.77	0.68
58.1	0.55	0.72	0.65	0.79	0.73
58.2	0.44	0.91	0.82	0.75	0.24
58.3	0.44	0.77	0.56	0.76	0.37
58.4	0.53	0.9	0.71	0.8	0.38
58.5	0.53	0.62	0.59	0.7	0.48
58.6	0.62	0.65	0.78	0.73	0.47
58.7	0.41	0.57	0.63	0.85	0.43
58.8	0.47	0.62	0.68	0.74	0.35
58.9	0.39	0.73	0.62	0.8	0.32
59.0	0.54	0.55	0.54	0.86	0.34
59.1	0.45	0.58	0.49	0.84	0.28
59.2	0.53	0.55	0.6	0.83	0.59
59.3	0.57	0.61	0.62	0.73	0.36
59.4	0.67	0.69	0.81	0.72	0.3
59.5	0.79	0.54	0.75	0.84	0.48
59.6	0.74	0.47	0.48	0.74	0.37
59.7	0.82	0.74	0.68	0.8	0.32
59.8	0.74	0.63	0.67	0.96	0.42
59.9	0.72	0.73	0.9	1.0	0.35
60.0	0.74	0.51	0.55	0.97	0.47
60.1	0.73	0.71	0.79	1.01	0.41
60.2	0.65	0.73	0.6	0.94	0.36
60.3	0.48	0.78	0.6	1.02	0.57
60.4	0.5	0.73	0.95	1.11	0.45
60.5	0.64	0.65	0.81	0.78	0.47
60.6	0.58	0.71	0.83	0.75	0.79
60.7	0.52	0.73	0.79	0.76	0.77
60.8	0.69	0.6	0.84	0.76	0.71
60.9	0.76	0.6	0.65	0.75	0.75
61.0	0.56	0.57	0.57	0.79	0.79
61.1	0.53	0.81	0.77	0.76	0.75
61.2	0.61	0.71	0.91	0.8	0.64
61.3	0.72	0.57	0.63	0.77	0.7
61.4	0.44	0.92	0.76	0.75	0.75
61.5	0.56	0.87	0.66	0.82	0.37
61.6	0.68	0.48	0.6	0.73	0.23
61.7	0.68	0.74	0.7	0.74	0.71
61.8	0.68	0.59	0.61	0.76	0.61
61.9	0.72	0.77	0.61	0.74	0.74
62.0	0.77	0.79	0.49	0.81	0.82
62.1	0.67	0.84	0.68	0.77	0.72
62.2	0.38	0.83	0.64	0.75	0.79
62.3	0.37	0.91	0.68	0.7	0.71
62.4	0.4	0.86	0.53	0.72	0.84
62.5	0.51	0.85	0.54	0.8	0.84
62.6	0.78	0.8	0.62	0.74	0.77
62.7	0.56	0.82	0.56	0.79	0.85
62.8	0.64	0.85	0.79	0.74	0.74
62.9	0.7	0.82	0.8	0.78	0.77
63.0	0.7	0.86	0.57	0.76	0.67
63.1	0.78	0.66	0.64	0.73	0.83
63.2	0.77	0.75	0.53	0.75	0.89
63.3	0.79	0.58	0.72	0.78	0.78
63.4	0.78	0.75	0.78	0.75	0.79
63.5	0.67	0.69	0.59	0.79	0.77
63.6	0.72	0.75	0.66	0.75	0.69
63.7	0.66	0.69	0.64	0.76	0.79
63.8	0.58	0.71	0.68	0.73	0.82
63.9	0.77	0.74	0.59	0.74	0.76
64.0	0.79	0.65	0.56	0.73	0.83
64.1	0.65	0.68	0.63	0.77	0.75
64.2	0.5	0.69	0.6	0.74	0.72
64.3	0.45	0.7	0.67	0.73	0.82
64.4	0.45	0.74	0.86	0.72	0.77
64.5	0.41	0.7	0.49	0.53	0.72
64.6	0.46	0.7	0.64	0.57	0.83
64.7	0.33	0.74	0.71	0.62	0.71
64.8	0.64	0.73	0.74	0.6	0.74
64.9	0.54	0.76	0.8	0.9	0.73
65.0	0.18	0.78	0.8	0.53	0.71
65.1	0.47	0.61	0.6	0.47	0.75
65.2	0.48	0.74	0.68	0.52	0.73
65.3	0.47	0.71	0.68	0.57	0.78
65.4	0.37	0.67	0.66	0.41	0.75
65.5	0.37	0.73	0.71	0.66	0.71
65.6	0.5	0.52	0.57	0.54	0.67
65.7	0.39	0.52	0.85	0.55	0.74
65.8	0.47	0.68	0.78	0.44	0.74
65.9	0.39	0.8	0.77	0.61	0.76
66.0	0.54	0.7	0.73	0.39	0.76
66.1	0.43	0.44	0.62	0.68	0.7
66.2	0.46	0.68	0.88	0.66	0.77
66.3	0.37	0.42	0.85	0.54	0.77
66.4	0.49	0.76	0.85	0.8	0.75
66.5	0.76	0.74	0.68	0.73	0.79
66.6	0.83	0.71	0.67	0.79	0.81
66.7	0.62	0.78	0.78	0.8	0.86
66.8	0.73	0.67	0.82	0.72	0.71
66.9	0.73	0.72	0.76	0.81	0.68
67.0	0.72	0.68	0.73	0.76	0.75
67.1	0.69	0.72	0.66	0.77	0.84
67.2	0.75	0.75	0.91	0.77	0.69
67.3	0.47	0.59	0.59	0.73	0.74
67.4	0.76	0.56	0.51	0.76	0.74
67.5	0.61	0.93	0.43	0.75	0.79
67.6	0.58	0.5	0.75	0.77	0.69
67.7	0.58	0.69	0.58	0.74	0.76
67.8	0.65	0.62	0.62	0.79	0.71
67.9	0.72	0.43	0.68	0.78	0.72
68.0	0.43	0.69	0.54	0.77	0.72
68.1	0.61	0.69	0.67	0.75	0.39
68.2	0.55	0.63	0.54	0.77	0.43
68.3	0.55	0.89	0.68	0.8	0.41
68.4	0.55	0.7	0.72	0.74	0.45
68.5	0.43	0.71	0.67	0.76	0.45
68.6	0.4	0.72	0.72	0.75	0.55
68.7	0.53	0.51	0.55	0.51	0.56
68.8	0.55	0.55	0.73	1.1	0.55
68.9	0.53	0.8	0.55	0.84	0.39
69.0	0.71	0.73	0.67	0.93	0.39
69.1	0.84	0.78	0.66	0.86	0.29
69.2	0.87	0.67	0.66	0.9	0.47
69.3	0.44	0.75	0.64	0.93	0.32
69.4	0.54	0.8	0.69	0.85	0.74
69.5	0.54	0.74	0.76	1.03	0.35
69.6	0.45	0.69	0.6	0.91	0.41
69.7	0.48	0.74	0.55	0.94	0.34
69.8	0.4	0.8	0.52	0.81	0.55
69.9	0.6	0.59	0.87	0.75	0.46
70.0	0.58	0.72	0.71	0.75	0.35
70.1	0.68	0.77	0.9	0.73	0.47
70.2	0.39	0.74	0.62	0.73	0.51
70.3	0.48	0.61	0.78	0.73	0.33
70.4	0.32	0.62	0.62	0.74	0.67
70.5	0.67	0.7	0.55	0.76	0.62
70.6	0.69	0.69	0.58	0.78	0.62
70.7	0.74	0.77	0.55	0.73	0.9
70.8	0.69	0.75	0.61	0.72	0.61
70.9	0.56	0.69	0.67	0.72	0.72
71.0	0.32	0.73	0.56	0.74	0.7
71.1	0.32	0.7	0.68	0.77	0.74
71.2	0.5	0.78	0.64	0.75	0.85
71.3	0.43	0.71	0.58	0.62	0.76
71.4	0.53	0.74	0.72	0.49	0.74
71.5	0.39	0.74	0.47	0.51	0.84
71.6	0.54	0.67	0.53	0.44	0.74
71.7	0.46	0.64	0.63	0.58	0.62
71.8	0.45	0.76	0.76	0.38	0.79
71.9	0.4	0.65	0.64	0.53	0.75
72.0	0.52	0.8	0.49	0.43	0.75
72.1	0.36	0.68	0.59	0.62	0.73
72.2	0.29	0.49	0.7	0.78	0.74
72.3	0.47	0.67	0.63	0.57	0.69
72.4	0.48	0.63	0.61	0.74	0.68
72.5	0.4	0.65	0.57	0.89	0.76
72.6	0.62	0.52	0.26	0.84	0.46
72.7	0.46	0.5	0.36	0.76	0.43
72.8	0.46	0.57	0.73	0.82	0.28
72.9	0.47	0.59	0.46	0.76	0.33
73.0	0.48	0.66	0.51	0.82	0.26
73.1	0.48	0.77	0.38	0.65	0.37
73.2	0.4	0.71	0.3	0.56	0.33
73.3	0.4	0.7	0.77	0.54	0.23
73.4	0.48	0.69	0.5	0.75	0.4
73.5	0.28	0.71	0.54	0.76	0.23
73.6	0.26	0.64	0.47	0.48	0.37
73.7	0.52	0.78	0.56	0.43	0.3
73.8	0.28	0.68	0.54	0.48	0.44
73.9	0.5	0.63	0.45	0.64	0.2
74.0	0.46	0.7	0.49	0.65	0.54
74.1	0.53	0.72	0.64	0.51	0.45
74.2	0.58	0.75	0.75	0.57	0.32
74.3	0.88	0.7	0.56	0.85	0.85
74.4	0.77	0.78	0.76	0.75	0.83
74.5	0.3	0.74	0.69	0.74	0.85
74.6	0.37	0.78	0.84	0.82	0.8
74.7	0.41	0.69	0.91	0.79	0.46
74.8	0.32	0.72	0.73	0.82	0.27
74.9	0.25	0.68	0.78	0.79	0.34
75.0	0.42	0.76	0.92	0.74	0.31
75.1	0.32	0.8	0.63	0.58	0.58
75.2	0.45	0.5	0.89	0.37	0.42
75.3	0.69	0.71	0.86	0.75	0.31
75.4	0.72	1.05	0.76	0.57	0.27
75.5	0.82	0.98	0.87	0.55	0.36
75.6	0.53	0.89	0.65	0.47	0.32
75.7	0.23	1.08	0.77	0.52	0.26
75.8	0.36	0.76	0.75	0.64	0.45
75.9	0.46	0.79	0.57	0.64	0.37
76.0	0.3	0.67	0.63	0.74	0.34
76.1	0.34	0.6	0.64	0.48	0.4
76.2	0.41	0.87	0.62	0.59	0.4
76.3	0.78	0.63	0.59	0.64	0.5
76.4	0.69	0.76	0.62	0.71	0.28
76.5	0.58	0.62	0.65	0.78	0.35
76.6	0.75	0.77	0.55	0.74	0.3
76.7	0.81	0.66	1.0	0.78	0.49
76.8	0.69	0.67	0.58	0.58	0.4
76.9	0.7	0.65	0.63	0.8	0.38
77.0	0.66	0.81	0.94	0.81	0.33
77.1	0.72	0.65	0.61	0.82	0.44
77.2	0.7	0.75	0.62	0.74	0.22
77.3	0.54	0.75	0.75	0.71	0.42
77.4	0.65	0.81	0.79	0.74	0.28
77.5	0.72	0.81	0.82	0.74	0.66
77.6	0.59	0.74	0.91	0.74	0.44
77.7	0.66	0.73	0.85	0.82	0.41
77.8	0.73	0.63	0.56	0.73	0.3
77.9	0.68	0.69	0.54	0.87	0.29
78.0	0.62	0.75	0.59	0.74	0.53
78.1	0.67	0.55	0.64	0.79	0.34
78.2	0.72	0.76	0.5	0.76	0.37
78.3	0.67	0.64	0.63	0.75	0.39
78.4	0.65	0.79	0.61	0.81	0.33
78.5	0.74	0.68	0.79	0.89	0.39
78.6	0.81	0.57	0.5	0.78	0.34
78.7	0.73	0.69	0.59	0.83	0.51
78.8	0.55	0.83	0.71	0.82	0.47
78.9	0.71	0.87	0.68	0.76	0.36
79.0	0.65	1.03	0.7	0.76	0.68
79.1	0.76	0.89	0.55	0.73	0.42
79.2	0.73	0.77	0.73	0.85	0.24
79.3	0.67	0.72	0.72	0.79	0.42
79.4	0.78	0.81	0.7	0.87	0.32
79.5	0.68	0.67	0.71	0.84	0.37
79.6	0.56	0.82	0.77	0.83	0.45
79.7	0.59	0.78	0.64	0.84	0.37
79.8	0.74	0.71	0.61	0.78	0.44
79.9	0.64	0.85	0.64	0.74	0.5
80.0	0.65	0.78	0.9	0.73	0.41
80.1	0.76	0.65	0.64	0.73	0.45
80.2	0.49	0.67	0.56	0.82	0.5
80.3	0.63	0.6	0.71	0.75	0.25
80.4	0.58	0.78	0.59	0.72	0.33
80.5	0.63	0.77	0.74	0.75	0.48
80.6	0.79	0.8	0.63	0.71	0.19
80.7	0.74	0.6	0.68	0.72	0.38
80.8	0.74	0.71	0.88	0.77	0.37
80.9	0.67	0.67	0.94	0.79	0.66
81.0	0.68	0.7	0.81	0.79	0.42
81.1	0.41	0.82	0.59	0.75	0.47
81.2	0.72	0.77	0.61	0.75	0.33
81.3	0.68	0.65	0.64	0.76	0.39
81.4	0.76	0.68	0.58	0.76	0.32
81.5	0.57	0.7	0.59	0.81	0.45
81.6	0.59	0.59	0.61	0.73	0.35
81.7	0.6	0.73	0.63	0.77	0.42
81.8	0.55	0.65	0.9	0.76	0.39
81.9	0.51	0.82	0.91	0.74	0.47
82.0	0.43	0.55	0.79	0.76	0.37
82.1	0.53	0.73	0.66	0.73	0.46
82.2	0.46	0.5	0.56	0.74	0.42
82.3	0.54	0.54	0.84	0.75	0.54
82.4	0.44	0.59	0.61	0.75	0.32
82.5	0.23	0.63	0.63	0.75	0.37
82.6	0.78	0.54	0.63	0.74	0.27
82.7	0.64	0.7	0.63	0.69	0.43
82.8	0.69	0.68	0.72	0.75	0.27
82.9	0.71	0.68	0.82	0.78	0.32
83.0	0.63	0.76	0.82	0.75	0.61
83.1	0.77	0.7	0.87	0.78	0.35
83.2	0.7	0.69	0.48	0.78	0.31
83.3	0.7	0.7	0.58	0.78	0.75
83.4	0.7	0.72	0.68	0.74	0.76
83.5	0.72	0.68	0.8	0.71	0.8
83.6	0.71	0.7	0.52	0.72	0.7
83.7	0.69	0.71	0.77	0.74	0.76
83.8	0.5	0.62	0.89	0.72	0.76
83.9	0.6	0.72	0.67	0.77	0.7
84.0	0.66	0.68	0.47	0.76	0.76
84.1	0.79	0.68	0.51	0.75	0.71
84.2	0.66	0.63	0.71	0.79	0.76
84.3	0.69	0.7	0.54	0.76	0.8
84.4	0.74	0.64	0.72	0.75	0.76
84.5	0.79	0.72	0.58	0.76	0.78
84.6	0.57	0.67	0.8	0.77	0.77
84.7	0.67	0.73	0.85	0.76	0.82
84.8	0.79	0.7	0.61	0.73	0.84
84.9	0.58	0.68	0.63	0.78	0.85
85.0	0.48	0.71	0.58	0.77	0.57
85.1	0.54	0.71	0.65	0.72	0.73
85.2	0.71	0.69	0.62	0.81	0.8
85.3	0.66	0.66	0.84	0.73	0.87
85.4	0.66	1.01	0.8	0.79	0.62
85.5	0.74	0.67	0.86	0.74	0.49
85.6	0.7	0.71	0.8	0.75	0.69
85.7	0.64	0.6	0.55	0.71	0.86
85.8	0.65	0.77	0.58	0.79	0.61
85.9	0.7	0.82	0.63	0.73	0.88
86.0	0.66	0.64	0.61	0.72	0.81
86.1	0.66	0.52	0.56	0.7	0.79
86.2	0.66	0.5	0.64	0.79	0.72
86.3	0.69	0.67	0.71	0.75	0.73
86.4	0.67	0.58	0.64	0.75	0.79
86.5	0.73	0.64	0.77	0.78	0.78
86.6	0.66	0.76	0.59	0.75	0.59
86.7	0.77	0.85	0.61	0.77	0.79
86.8	0.72	0.75	0.57	0.78	0.84
86.9	0.68	0.65	0.67	0.74	0.76
87.0	0.78	0.76	0.67	0.8	0.79
87.1	0.69	0.72	0.54	0.74	0.77
87.2	0.63	0.75	0.68	0.77	0.77
87.3	0.67	0.66	0.62	0.8	0.74
87.4	0.57	0.57	0.59	0.76	0.8
87.5	0.67	0.79	0.59	0.74	0.75
87.6	0.67	0.68	0.81	0.77	0.73
87.7	0.68	0.82	0.54	0.75	0.93
87.8	0.56	0.53	0.62	0.76	0.79
87.9	0.71	0.59	0.7	0.75	0.84
88.0	0.73	0.71	0.72	0.78	0.83
88.1	0.61	0.71	0.31	0.72	0.85
88.2	0.56	0.79	0.5	0.8	0.74
88.3	0.54	0.72	0.49	0.87	0.77
88.4	0.54	0.74	0.43	0.74	0.78
88.5	0.61	0.71	0.48	0.76	0.89
88.6	0.63	0.76	0.43	0.79	0.65
88.7	0.72	0.73	0.39	0.73	0.78
88.8	0.67	0.59	0.55	0.77	0.75
88.9	0.77	0.64	0.4	0.73	0.95
89.0	0.76	0.66	0.7	0.8	0.71
89.1	0.76	0.65	0.65	0.76	0.78
89.2	0.72	0.69	0.63	0.75	0.75
89.3	0.75	0.66	0.66	0.69	0.76
89.4	0.78	0.7	0.55	0.78	0.76
89.5	0.65	0.7	0.57	0.79	0.78
89.6	0.77	0.81	0.59	0.82	0.72
89.7	0.58	0.68	0.56	0.79	0.83
89.8	0.27	0.76	0.56	0.77	0.72
89.9	0.26	0.8	0.52	0.79	0.75
90.0	0.28	0.74	0.68	0.81	0.69
90.1	0.38	0.71	0.6	0.67	0.79
90.2	0.33	0.71	0.53	0.9	0.71
90.3	0.69	0.75	0.78	0.82	0.74
90.4	0.71	0.71	0.69	0.79	0.75
90.5	0.74	0.55	0.61	0.85	0.74
90.6	0.68	0.78	0.58	0.74	0.72
90.7	0.88	0.59	0.61	0.77	0.74
90.8	0.73	0.67	0.64	0.76	0.73
90.9	0.66	0.7	0.67	0.74	0.75
91.0	0.84	0.78	0.69	0.73	0.74
91.1	0.76	0.59	0.53	0.73	0.59
91.2	0.76	0.61	0.68	0.74	0.77
91.3	0.64	0.51	0.78	0.73	0.69
91.4	0.68	0.77	0.72	0.51	0.73
91.5	0.71	0.78	0.6	0.56	0.73
91.6	0.72	0.55	0.8	0.65	0.76
91.7	0.73	0.64	0.6	0.83	0.7
91.8	0.76	0.66	0.63	0.43	0.7
91.9	0.61	0.75	0.64	0.75	0.77
92.0	0.59	0.74	0.68	0.73	0.71
92.1	0.68	0.7	0.66	0.74	0.78
92.2	0.71	0.72	0.68	0.75	0.8
92.3	0.7	0.51	0.78	0.77	0.75
92.4	0.74	0.49	0.81	0.75	0.64
92.5	0.75	0.52	0.72	0.74	0.87
92.6	0.68	0.73	0.63	0.73	0.71
92.7	0.66	0.68	0.64	0.84	0.71
92.8	0.68	0.64	0.64	0.76	0.71
92.9	0.66	0.58	0.64	0.76	0.76
93.0	0.7	0.67	0.56	0.74	0.69
93.1	0.66	0.77	0.64	0.77	0.71
93.2	0.71	0.76	0.53	0.87	0.68
93.3	0.66	0.74	0.57	0.74	0.76
93.4	0.65	0.63	0.53	0.76	0.74
93.5	0.62	0.79	0.48	0.76	0.75
93.6	0.7	0.72	0.58	0.73	0.57
93.7	0.66	0.68	0.52	0.79	0.6
93.8	0.67	0.51	0.66	0.77	0.75
93.9	0.68	0.73	0.56	0.72	1.05
94.0	0.73	0.81	0.53	0.76	0.76
94.1	0.69	0.76	0.8	0.76	0.73
94.2	0.69	0.71	0.76	0.77	0.66
94.3	0.72	0.75	0.52	0.72	0.75
94.4	0.57	0.72	0.58	0.73	0.75
94.5	0.68	0.72	0.56	0.51	0.8
94.6	0.64	0.85	0.78	0.75	0.71
94.7	0.74	0.91	0.58	0.75	0.75
94.8	0.75	0.96	0.67	0.76	0.76
94.9	0.67	0.94	0.47	0.73	0.75
95.0	0.72	0.87	0.41	0.73	0.74
95.1	0.78	0.81	0.31	0.75	0.55
95.2	0.71	0.63	0.41	0.76	0.55
95.3	0.57	0.61	0.31	0.79	0.66
95.4	0.43	0.71	0.42	0.79	0.73
95.5	0.67	0.65	0.47	0.55	0.78
95.6	0.57	0.49	0.49	0.75	0.69
95.7	0.71	0.69	0.38	0.8	0.59
95.8	0.65	0.67	0.47	0.72	0.75
95.9	0.7	0.71	0.47	0.74	0.73
96.0	0.67	0.73	0.5	0.76	0.73
96.1	0.72	0.74	0.35	0.75	0.81
96.2	0.69	0.74	0.47	0.79	0.79
96.3	0.66	0.7	0.37	0.75	0.66
96.4	0.72	0.59	0.42	0.73	0.75
96.5	0.7	0.6	0.3	0.76	0.66
96.6	0.68	0.58	0.3	0.76	0.8
96.7	0.71	0.52	0.73	0.75	0.76
96.8	0.41	0.5	0.32	0.74	0.79
96.9	0.32	0.67	0.34	0.82	0.88
97.0	0.36	0.63	0.3	0.67	0.68
97.1	0.36	0.76	0.38	0.77	0.74
97.2	0.32	0.71	0.44	0.79	0.69
97.3	0.56	0.6	0.85	0.73	0.75
97.4	0.43	0.68	0.35	0.69	0.66
97.5	0.28	0.66	0.42	0.81	0.81
97.6	0.26	0.67	0.43	0.57	0.75
97.7	0.42	0.71	0.49	0.57	0.74
97.8	0.36	0.73	0.36	0.54	0.88
97.9	0.39	0.8	0.35	0.67	0.88
98.0	0.36	0.74	0.32	0.91	0.99
98.1	0.28	0.79	0.57	0.82	0.7
98.2	0.3	0.72	0.56	0.85	0.98
98.3	0.5	0.7	0.61	0.77	0.7
98.4	0.39	0.59	0.5	0.78	0.43
98.5	0.69	0.67	0.79	0.73	0.4
98.6	0.49	0.7	0.36	0.77	0.6
98.7	0.74	0.68	0.48	0.76	0.28
98.8	0.68	0.71	0.43	0.78	0.6
98.9	0.77	0.63	0.51	0.73	0.46
99.0	0.65	0.79	0.65	0.76	0.4
99.1	0.72	0.78	0.56	0.76	0.95
99.2	0.78	0.62	0.54	0.75	0.86
99.3	0.72	0.68	0.47	0.77	0.71
99.4	0.65	0.62	0.35	0.86	0.74
99.5	0.62	0.78	0.43	0.76	0.92
99.6	0.71	0.68	0.31	0.82	0.9
99.7	0.83	0.7	0.26	0.72	0.78
99.8	0.68	0.76	0.31	0.73	0.95
99.9	0.74	0.75	0.36	0.74	0.75
100.0	0.74	0.77	0.25	0.75	0.64
100.1	0.71	0.83	0.28	0.77	0.79
100.2	0.67	0.66	0.31	0.7	1.07
100.3	0.75	0.62	0.37	0.82	0.61
100.4	0.72	0.74	0.24	0.74	0.8
100.5	0.79	0.72	0.24	0.8	0.79
100.6	0.68	0.73	0.46	0.73	0.8
100.7	0.79	0.67	0.34	0.75	0.86
100.8	0.64	0.67	0.83	0.74	0.58
100.9	0.63	0.79	0.8	0.78	0.77
101.0	0.78	0.68	0.82	0.74	0.59
101.1	0.61	0.75	0.81	0.74	0.94
101.2	0.78	0.71	0.79	0.83	0.96
101.3	0.66	0.75	0.86	0.76	0.65
101.4	0.66	0.72	0.91	0.95	0.82
101.5	0.69	0.76	0.93	0.78	0.72
101.6	0.75	0.65	0.84	0.73	0.89
101.7	0.72	0.68	0.84	0.72	0.77
101.8	0.84	0.58	0.75	0.72	0.68
101.9	0.74	0.67	0.52	0.73	0.75
102.0	0.64	0.66	0.57	0.78	0.74
102.1	0.65	0.83	0.42	0.75	0.96
102.2	0.66	0.73	0.62	0.77	0.81
102.3	0.56	0.76	0.85	0.73	0.92
102.4	0.68	0.84	0.79	0.77	0.76
102.5	0.81	0.72	0.77	0.81	0.78
102.6	0.77	0.71	0.75	0.73	0.66
102.7	0.67	0.63	0.59	0.79	0.68
102.8	0.7	0.75	0.49	0.78	0.66
102.9	0.77	0.69	0.43	0.78	0.69
103.0	0.77	0.67	0.57	0.74	0.76
103.1	0.79	0.71	0.39	0.74	0.7
103.2	0.79	0.74	0.43	0.78	1.01
103.3	0.81	0.66	0.34	0.77	0.87
103.4	0.76	0.8	0.3	0.78	0.86
103.5	0.7	0.62	0.64	0.75	0.83
103.6	0.61	0.71	0.79	0.86	0.82
103.7	0.45	0.67	0.88	0.83	0.46
103.8	0.52	0.75	0.89	0.8	0.52
103.9	0.46	0.79	0.83	0.88	0.5
104.0	0.41	0.75	0.81	0.88	0.48
104.1	0.35	0.76	0.87	0.8	0.36
104.2	0.39	0.64	0.48	0.95	0.42
104.3	0.19	0.66	0.84	0.89	0.39
104.4	0.39	0.65	0.24	0.98	0.38
104.5	0.27	0.72	0.31	0.97	0.54
104.6	0.39	0.71	0.79	0.86	0.43
104.7	0.31	0.74	0.75	0.86	0.76
104.8	0.41	0.73	0.52	0.98	0.85
104.9	0.27	0.61	0.31	0.95	0.8
105.0	0.45	0.73	0.34	0.94	0.8
105.1	0.65	0.54	0.44	0.95	0.81
105.2	0.45	0.56	0.45	0.9	0.78
105.3	0.42	0.65	0.64	0.75	0.81
105.4	0.47	0.66	0.36	0.82	0.72
105.5	0.36	0.63	0.45	0.82	0.81
105.6	0.92	0.79	0.39	0.79	0.81
105.7	0.71	1.05	0.42	0.93	0.82
105.8	0.74	0.72	0.39	0.85	0.83
105.9	0.75	0.65	0.41	0.85	0.9
106.0	0.72	0.77	0.6	0.8	0.82
106.1	0.74	0.61	0.52	0.86	0.79
106.2	0.72	0.7	0.73	0.89	0.9
106.3	0.65	0.72	0.76	0.92	0.84
106.4	0.72	0.8	0.41	0.86	0.77
106.5	0.67	0.67	0.47	0.86	0.81
106.6	0.64	0.66	0.49	0.83	0.83
106.7	0.44	0.62	0.68	0.85	0.85
106.8	0.52	0.67	0.68	0.86	0.76
106.9	0.57	0.77	0.74	0.92	0.88
107.0	0.6	0.71	0.52	1.0	0.77
107.1	0.51	0.8	0.64	1.01	0.82
107.2	0.52	0.73	0.57	0.92	0.9
107.3	0.49	0.62	0.48	0.96	0.82
107.4	0.6	0.67	0.56	0.92	0.86
107.5	0.63	0.57	0.61	0.95	0.8
107.6	0.76	0.77	0.42	0.85	0.86
107.7	0.73	0.73	0.83	0.96	0.73
107.8	0.86	0.62	0.82	0.89	0.7
107.9	0.63	0.67	0.82	1.05	0.4
108.0	0.73	0.73	0.66	0.93	0.62
108.1	0.75	0.71	0.84	0.91	0.58
108.2	0.74	0.69	0.89	0.9	0.46
108.3	0.74	0.73	0.84	0.92	0.54
108.4	0.66	0.71	0.9	0.89	0.3
108.5	0.73	0.69	0.87	0.91	0.38
108.6	0.75	0.71	0.87	0.91	0.37
108.7	0.61	0.61	0.75	0.93	0.48
108.8	0.63	0.75	0.88	0.96	0.46
108.9	0.59	0.63	0.88	0.96	0.61
109.0	0.61	0.73	0.91	0.87	0.4
109.1	0.72	0.76	0.91	0.98	0.55
109.2	0.71	0.56	0.56	0.95	0.49
109.3	0.77	0.69	0.51	0.96	0.54
109.4	0.66	0.78	0.62	0.98	0.42
109.5	0.71	0.9	0.51	0.85	0.56
109.6	0.74	0.7	0.57	0.83	0.33
109.7	0.62	0.71	0.69	0.87	0.33
109.8	0.74	1.06	0.86	0.88	0.36
109.9	0.67	1.0	0.76	0.82	0.4
110.0	0.71	0.99	0.92	0.86	0.5
110.1	0.78	1.04	1.01	0.89	0.34
110.2	0.76	0.84	0.94	0.89	0.4
110.3	0.72	0.58	1.0	0.87	0.91
110.4	0.79	0.62	1.07	0.82	0.83
110.5	0.65	0.69	0.84	0.87	0.69
110.6	0.72	0.75	0.72	0.86	0.74
110.7	0.73	0.63	0.75	0.8	0.78
110.8	0.67	0.72	0.73	0.82	0.8
110.9	0.71	0.74	0.75	0.86	0.84
111.0	0.75	0.74	1.02	0.88	0.86
111.1	0.73	0.65	1.07	0.8	0.67
111.2	0.7	0.67	0.97	0.8	0.81
111.3	0.54	0.59	0.99	0.87	0.56
111.4	0.67	0.68	0.95	0.79	0.86
111.5	0.7	0.72	0.95	0.91	0.55
111.6	0.54	0.68	1.1	0.84	0.85
111.7	0.84	0.85	0.98	0.85	0.87
111.8	0.63	0.68	0.92	0.87	0.77
111.9	0.85	0.66	0.99	0.79	0.64
112.0	0.68	0.57	1.05	0.84	0.79
112.1	0.76	0.57	0.89	0.82	0.78
112.2	0.74	0.65	0.59	0.86	0.79
112.3	0.7	0.66	0.64	0.76	0.82
112.4	0.76	1.03	1.03	0.84	0.75
112.5	0.67	1.16	0.89	0.82	0.91
112.6	0.69	0.99	0.99	0.9	0.71
112.7	0.66	1.03	0.94	0.84	0.73
112.8	0.64	1.03	1.02	0.78	0.75
112.9	0.63	1.04	1.1	0.87	0.38
113.0	0.64	1.0	1.09	0.83	0.69
113.1	0.78	1.03	0.9	0.92	0.67
113.2	0.65	0.74	1.05	0.94	0.82
113.3	0.63	0.8	0.77	0.99	0.75
113.4	0.66	0.94	0.8	0.52	0.37
113.5	0.71	1.09	0.64	0.79	0.46
113.6	0.69	1.12	1.15	0.4	0.87
113.7	0.76	0.93	1.09	0.64	0.83
113.8	0.84	0.71	1.02	0.53	0.59
113.9	0.81	0.82	0.89	0.47	0.41
114.0	0.66	0.66	0.8	0.58	0.85
114.1	0.71	0.68	0.77	0.47	0.58
114.2	0.68	0.81	0.93	0.41	0.72
114.3	0.76	0.74	0.77	0.7	0.62
114.4	0.73	0.68	0.72	0.81	0.62
114.5	0.83	0.65	0.97	0.77	0.8
114.6	0.58	0.72	1.09	0.67	0.88
114.7	0.34	0.77	1.06	0.76	0.86
