Time (ns)	RMSD_md1 (Å)	RMSD_md2 (Å)	RMSD_md3 (Å)	RMSD_md4 (Å)	RMSD_md5 (Å)
56.8	2.79	3.25	2.92	2.82	2.45
56.9	2.76	3.27	2.65	2.75	2.36
57.0	2.87	3.13	2.59	2.66	2.34
57.1	2.85	3.13	2.55	2.76	2.43
57.2	2.91	3.09	2.35	2.8	2.49
57.3	2.92	3.26	2.51	2.78	2.43
57.4	2.92	3.22	2.6	2.75	2.44
57.5	2.81	3.16	2.52	2.76	2.4
57.6	2.84	3.26	2.44	2.77	2.54
57.7	2.9	3.38	2.39	2.8	2.6
57.8	2.8	3.43	2.45	2.69	2.55
57.9	2.91	3.4	2.47	2.84	2.57
58.0	2.94	3.32	2.61	2.73	2.41
58.1	2.81	3.34	2.52	2.8	2.4
58.2	2.81	3.31	2.53	2.64	2.37
58.3	2.91	3.22	2.56	2.74	2.34
58.4	2.88	3.39	2.66	2.73	2.34
58.5	2.95	3.46	2.52	2.72	2.35
58.6	2.97	3.39	2.67	2.65	2.37
58.7	2.93	3.37	2.6	2.69	2.33
58.8	2.97	3.41	2.59	2.75	2.3
58.9	2.99	3.43	2.45	2.87	2.36
59.0	3.09	3.51	2.54	2.75	2.45
59.1	3.17	3.56	2.61	2.79	2.36
59.2	3.04	3.59	2.51	2.83	2.3
59.3	3.08	3.53	2.56	2.71	2.44
59.4	2.92	3.4	2.56	2.7	2.31
59.5	2.84	3.47	2.55	2.73	2.39
59.6	2.95	3.54	2.62	2.74	2.44
59.7	2.85	3.34	2.45	2.72	2.35
59.8	2.94	3.47	2.7	2.84	2.55
59.9	2.96	3.47	2.8	2.71	2.51
60.0	2.86	3.43	2.56	2.62	2.55
60.1	2.8	3.27	2.52	2.74	2.4
60.2	2.88	3.28	2.61	2.67	2.52
60.3	2.95	3.3	2.62	2.73	2.62
60.4	2.94	3.2	2.49	2.83	2.68
60.5	2.79	3.09	2.64	2.74	2.64
60.6	2.85	3.02	2.48	2.66	2.68
60.7	2.85	2.93	2.43	2.79	2.63
60.8	2.91	3.0	2.51	2.71	2.72
60.9	2.86	3.14	2.57	2.7	2.7
61.0	2.85	3.14	2.53	2.77	2.72
61.1	2.88	3.27	2.64	2.75	2.89
61.2	2.82	3.38	2.59	2.71	2.59
61.3	2.74	3.3	2.7	2.77	2.58
61.4	2.86	3.38	2.77	2.85	2.45
61.5	2.9	3.39	2.76	2.8	2.5
61.6	2.9	3.31	2.72	2.74	2.53
61.7	2.96	3.31	2.63	2.67	2.67
61.8	2.83	3.23	2.76	2.58	2.63
61.9	2.86	3.27	2.71	2.73	2.55
62.0	2.76	3.18	2.8	2.63	2.66
62.1	2.81	3.3	2.88	2.59	2.63
62.2	2.95	3.23	2.81	2.65	2.86
62.3	2.93	3.23	2.81	2.69	2.72
62.4	2.95	3.23	2.86	2.62	2.7
62.5	3.06	3.16	2.88	2.61	2.67
62.6	2.83	3.24	2.87	2.63	2.69
62.7	2.85	3.27	2.84	2.72	2.57
62.8	2.82	3.2	3.09	2.65	2.67
62.9	2.77	3.13	3.17	2.56	2.57
63.0	2.67	3.04	3.02	2.69	2.57
63.1	2.78	3.18	2.9	2.63	2.48
63.2	2.77	3.11	2.86	2.51	2.61
63.3	2.8	3.18	2.92	2.64	2.79
63.4	2.65	3.24	2.86	2.72	2.49
63.5	2.86	3.25	2.84	2.66	2.61
63.6	2.9	3.25	2.58	2.73	2.78
63.7	2.72	3.3	2.53	2.76	2.7
63.8	2.79	3.15	2.76	2.66	2.7
63.9	2.61	3.21	2.85	2.64	2.69
64.0	2.61	3.35	2.97	2.77	2.73
64.1	2.69	3.34	2.83	2.63	2.67
64.2	2.66	3.25	3.12	2.73	2.78
64.3	2.61	3.31	2.98	2.66	2.63
64.4	2.67	3.08	3.02	2.73	2.61
64.5	2.67	3.16	2.99	2.61	2.61
64.6	2.71	3.21	3.11	2.61	2.69
64.7	2.78	3.26	2.98	2.65	2.63
64.8	2.86	3.18	2.83	2.64	2.56
64.9	2.89	3.1	2.88	2.73	2.66
65.0	2.86	3.03	2.74	2.76	2.57
65.1	2.87	2.99	2.94	2.78	2.47
65.2	2.87	2.97	2.9	2.69	2.38
65.3	2.81	3.05	3.06	2.57	2.44
65.4	2.75	3.15	3.09	2.63	2.55
65.5	2.59	3.16	2.92	2.62	2.58
65.6	2.68	3.24	2.98	2.6	2.6
65.7	2.72	3.19	2.73	2.59	2.47
65.8	2.8	3.36	2.9	2.56	2.57
65.9	2.73	3.37	2.64	2.68	2.63
66.0	2.78	3.33	2.71	2.52	2.7
66.1	2.74	3.25	2.95	2.45	2.77
66.2	2.76	3.3	3.05	2.45	2.63
66.3	2.73	3.27	3.05	2.59	2.66
66.4	2.76	3.39	2.92	2.68	2.65
66.5	2.68	3.28	2.97	2.63	2.58
66.6	2.7	3.37	2.96	2.58	2.54
66.7	2.59	3.32	3.0	2.63	2.43
66.8	2.56	3.37	2.88	2.64	2.6
66.9	2.65	3.41	2.82	2.66	2.46
67.0	2.66	3.35	3.0	2.7	2.5
67.1	2.7	3.35	2.97	2.91	2.4
67.2	2.65	3.44	2.97	2.88	2.36
67.3	2.85	3.37	2.85	2.7	2.36
67.4	2.85	3.39	2.81	2.7	2.37
67.5	2.76	3.37	2.83	2.66	2.48
67.6	2.66	3.4	2.89	2.8	2.5
67.7	2.79	3.42	2.84	2.82	2.49
67.8	2.75	3.39	2.97	2.83	2.46
67.9	2.65	3.36	3.01	2.81	2.64
68.0	2.68	3.27	2.91	2.91	2.64
68.1	2.53	3.25	2.84	2.69	2.91
68.2	2.57	3.24	2.95	2.77	2.78
68.3	2.55	3.21	2.74	2.72	2.64
68.4	2.58	3.27	2.8	2.69	2.61
68.5	2.53	3.23	2.84	2.79	2.46
68.6	2.49	3.23	2.67	2.89	2.36
68.7	2.56	3.17	2.65	2.9	2.42
68.8	2.55	3.07	2.67	2.96	2.5
68.9	2.64	3.27	2.68	2.87	2.49
69.0	2.6	3.29	2.69	2.81	2.49
69.1	2.57	3.32	2.8	2.84	2.51
69.2	2.64	3.34	2.69	2.79	2.68
69.3	2.62	3.37	2.74	2.85	2.38
69.4	2.58	3.31	2.85	2.88	2.41
69.5	2.65	3.36	2.78	2.97	2.62
69.6	2.53	3.26	2.91	2.94	2.53
69.7	2.66	3.26	2.94	2.86	2.63
69.8	2.63	3.33	2.82	2.82	2.68
69.9	2.72	3.35	2.78	2.79	2.52
70.0	2.71	3.38	2.83	2.73	2.53
70.1	2.77	3.45	2.66	2.67	2.52
70.2	2.7	3.44	3.01	2.84	2.54
70.3	2.67	3.34	2.94	2.72	2.5
70.4	2.72	3.4	2.83	2.69	2.53
70.5	2.74	3.35	2.64	2.83	2.6
70.6	2.73	3.43	2.68	2.95	2.51
70.7	2.51	3.33	2.75	2.83	2.58
70.8	2.49	3.38	2.87	2.75	2.53
70.9	2.63	3.36	2.83	2.8	2.5
71.0	2.52	3.35	2.68	2.82	2.5
71.1	2.58	3.36	2.69	2.81	2.57
71.2	2.59	3.39	2.85	2.82	2.72
71.3	2.62	3.41	2.83	2.84	2.5
71.4	2.67	3.32	2.67	2.82	2.55
71.5	2.6	3.4	2.63	2.77	2.63
71.6	2.51	3.48	2.56	2.83	2.55
71.7	2.46	3.61	2.61	2.74	2.64
71.8	2.51	3.59	2.61	2.73	2.66
71.9	2.55	3.51	2.67	2.68	2.76
72.0	2.58	3.38	2.61	2.8	2.68
72.1	2.61	3.27	2.58	2.83	2.72
72.2	2.68	3.47	2.69	2.71	2.75
72.3	2.7	3.42	2.74	2.72	2.81
72.4	2.65	3.29	2.63	2.74	2.73
72.5	2.64	3.36	2.53	2.8	2.56
72.6	2.72	3.4	2.65	2.75	2.57
72.7	2.74	3.41	2.55	2.73	2.52
72.8	2.73	3.52	2.63	2.69	2.57
72.9	2.9	3.46	2.49	2.69	2.51
73.0	2.62	3.43	2.5	2.7	2.74
73.1	2.56	3.44	2.51	2.65	2.58
73.2	2.6	3.38	2.57	2.73	2.68
73.3	2.56	3.58	2.85	2.78	2.5
73.4	2.53	3.36	2.62	2.8	2.66
73.5	2.55	3.35	2.58	2.84	2.52
73.6	2.58	3.34	2.58	2.81	2.6
73.7	2.5	3.45	2.56	2.8	2.73
73.8	2.48	3.32	2.74	2.83	2.68
73.9	2.48	3.34	2.7	2.73	2.63
74.0	2.56	3.37	2.73	2.69	2.71
74.1	2.63	3.4	2.81	2.79	2.71
74.2	2.49	3.48	2.86	2.74	2.79
74.3	2.56	3.33	2.82	2.74	2.65
74.4	2.6	3.25	2.82	2.65	2.64
74.5	2.55	3.28	2.8	2.7	2.77
74.6	2.56	3.22	2.86	2.71	2.71
74.7	2.46	3.2	2.74	2.54	2.78
74.8	2.62	3.33	2.69	2.67	2.75
74.9	2.6	3.29	2.72	2.73	2.7
75.0	2.62	3.53	2.6	2.57	2.68
75.1	2.75	3.36	2.61	2.6	2.54
75.2	2.61	3.38	2.53	2.74	2.81
75.3	2.66	3.36	2.62	2.77	2.76
75.4	2.6	3.46	2.67	2.75	2.73
75.5	2.6	3.35	2.72	2.72	2.66
75.6	2.66	3.5	2.7	2.76	2.7
75.7	2.58	3.36	2.68	2.76	2.58
75.8	2.74	3.29	2.73	2.68	2.67
75.9	2.64	3.43	2.83	2.79	2.58
76.0	2.62	3.34	2.65	2.79	2.67
76.1	2.77	3.38	2.71	2.91	2.63
76.2	2.72	3.4	2.7	2.88	2.72
76.3	2.73	3.37	2.69	2.92	2.64
76.4	2.73	3.34	2.62	2.83	2.63
76.5	2.72	3.26	2.73	2.8	2.82
76.6	2.78	3.32	2.89	2.7	2.75
76.7	2.68	3.49	2.72	2.82	2.61
76.8	2.71	3.44	2.88	2.82	2.64
76.9	2.71	3.56	2.62	2.8	2.65
77.0	2.78	3.42	2.61	2.87	2.61
77.1	2.79	3.48	2.58	2.84	2.57
77.2	2.74	3.54	2.59	2.9	2.52
77.3	2.72	3.52	2.49	2.84	2.53
77.4	2.68	3.41	2.47	2.82	2.63
77.5	2.67	3.48	2.64	2.92	2.51
77.6	2.64	3.45	2.58	2.73	2.52
77.7	2.71	3.39	2.48	2.84	2.56
77.8	2.63	3.35	2.67	2.83	2.61
77.9	2.69	3.33	2.56	2.82	2.61
78.0	2.72	3.32	2.67	2.7	2.59
78.1	2.68	3.16	2.77	2.78	2.62
78.2	2.65	3.3	2.86	2.67	2.64
78.3	2.65	3.38	2.71	2.73	2.72
78.4	2.69	3.29	2.84	2.68	2.52
78.5	2.64	3.08	2.74	2.82	2.57
78.6	2.73	3.28	2.76	2.71	2.63
78.7	2.87	3.19	2.7	2.68	2.56
78.8	2.8	3.28	2.72	2.77	2.51
78.9	2.75	3.28	2.81	2.69	2.66
79.0	2.81	3.15	2.83	2.76	2.71
79.1	2.91	3.26	2.8	2.7	2.64
79.2	2.99	3.47	2.62	2.74	2.66
79.3	2.79	3.23	2.62	2.74	2.63
79.4	2.71	3.22	2.63	2.77	2.67
79.5	2.77	3.19	2.53	2.79	2.68
79.6	2.78	3.34	2.48	2.67	2.73
79.7	2.71	3.45	2.45	2.7	2.6
79.8	2.7	3.51	2.54	2.67	2.64
79.9	2.7	3.45	2.55	2.61	2.72
80.0	2.66	3.54	2.57	2.65	2.61
80.1	2.66	3.54	2.78	2.59	2.73
80.2	2.69	3.59	2.75	2.56	2.78
80.3	2.86	3.46	2.84	2.52	2.58
80.4	2.88	3.38	2.79	2.54	2.68
80.5	2.94	3.24	2.62	2.57	2.58
80.6	2.94	3.39	2.75	2.47	2.55
80.7	3.21	3.41	2.77	2.56	2.59
80.8	3.05	3.51	2.62	2.5	2.61
80.9	2.98	3.5	2.57	2.44	2.58
81.0	2.96	3.37	2.67	2.73	2.56
81.1	2.97	3.36	2.51	2.55	2.56
81.2	2.84	3.38	2.61	2.71	2.69
81.3	2.88	3.37	2.72	2.71	2.56
81.4	2.9	3.31	2.7	2.62	2.56
81.5	2.78	3.38	2.57	2.71	2.52
81.6	2.78	3.35	2.67	2.51	2.47
81.7	2.72	3.33	2.62	2.48	2.57
81.8	2.72	3.37	2.66	2.52	2.67
81.9	2.82	3.38	2.56	2.52	2.64
82.0	2.86	3.28	2.7	2.57	2.58
82.1	2.75	3.27	2.69	2.56	2.53
82.2	2.74	3.23	2.55	2.49	2.62
82.3	2.68	3.15	2.48	2.43	2.7
82.4	2.9	3.16	2.52	2.48	2.71
82.5	2.68	3.15	2.61	2.3	2.7
82.6	2.79	3.18	2.71	2.28	2.67
82.7	2.78	3.18	2.71	2.35	2.67
82.8	2.66	3.29	2.69	2.27	2.58
82.9	2.66	3.17	2.6	2.27	2.66
83.0	2.61	3.08	2.61	2.43	2.75
83.1	2.74	3.14	2.76	2.33	2.87
83.2	2.87	3.23	2.78	2.34	2.82
83.3	2.8	3.09	3.01	2.36	2.91
83.4	2.83	3.09	3.0	2.56	3.01
83.5	2.88	3.02	2.72	2.57	2.99
83.6	2.78	3.08	2.85	2.43	2.85
83.7	2.81	3.23	2.77	2.38	2.9
83.8	2.89	3.2	2.7	2.4	3.04
83.9	2.73	3.26	2.69	2.45	2.86
84.0	2.67	3.15	2.78	2.41	2.84
84.1	2.67	3.29	2.67	2.52	2.89
84.2	2.69	3.28	2.78	2.34	2.92
84.3	2.78	3.29	2.76	2.44	2.91
84.4	2.71	3.14	2.76	2.51	2.79
84.5	2.71	3.14	2.74	2.43	2.77
84.6	2.8	3.25	2.59	2.28	2.82
84.7	2.77	3.32	2.65	2.31	2.77
84.8	2.65	3.28	2.68	2.28	2.81
84.9	2.82	3.17	2.65	2.37	2.82
85.0	2.83	3.27	2.72	2.59	2.88
85.1	2.83	3.19	2.68	2.51	2.79
85.2	2.59	3.19	2.64	2.71	2.82
85.3	2.59	3.21	2.68	2.81	2.73
85.4	2.68	3.35	2.58	2.56	2.79
85.5	2.7	3.24	2.7	2.57	2.79
85.6	2.69	3.31	2.67	2.64	2.71
85.7	2.84	3.29	2.7	2.49	2.78
85.8	2.82	3.25	2.63	2.43	2.71
85.9	2.78	3.4	2.71	2.43	2.8
86.0	2.77	3.27	2.67	2.52	2.77
86.1	2.79	3.27	2.59	2.55	2.8
86.2	2.87	3.19	2.74	2.67	2.68
86.3	2.94	3.3	2.6	2.73	2.81
86.4	2.78	3.34	2.68	2.86	2.76
86.5	2.75	3.26	2.71	2.81	2.77
86.6	2.65	3.35	2.63	2.92	2.77
86.7	2.56	3.29	2.61	2.97	2.67
86.8	2.56	3.11	2.65	2.83	2.8
86.9	2.41	3.07	2.71	2.86	2.78
87.0	2.56	3.14	2.63	2.72	2.84
87.1	2.56	3.06	2.6	2.54	2.71
87.2	2.51	3.07	2.58	2.74	2.57
87.3	2.57	3.05	2.42	2.73	2.65
87.4	2.52	3.21	2.41	2.81	2.71
87.5	2.49	3.08	2.49	2.73	2.54
87.6	2.58	3.21	2.47	2.79	2.5
87.7	2.53	3.23	2.56	2.89	2.5
87.8	2.47	3.06	2.66	2.8	2.5
87.9	2.53	3.16	2.6	2.68	2.44
88.0	2.49	3.1	2.66	2.69	2.48
88.1	2.55	3.26	2.55	2.55	2.44
88.2	2.51	3.26	2.56	2.51	2.49
88.3	2.47	3.28	2.63	2.55	2.52
88.4	2.46	3.27	2.77	2.58	2.42
88.5	2.55	3.31	2.87	2.46	2.4
88.6	2.57	3.23	2.72	2.59	2.34
88.7	2.68	3.35	2.74	2.51	2.48
88.8	2.7	3.29	2.66	2.61	2.4
88.9	2.72	3.31	2.62	2.72	2.41
89.0	2.87	3.37	2.62	2.44	2.4
89.1	2.92	3.25	2.76	2.57	2.43
89.2	2.88	3.35	2.78	2.65	2.44
89.3	2.76	3.14	2.72	2.47	2.46
89.4	2.74	3.15	2.64	2.46	2.46
89.5	2.64	3.13	2.65	2.61	2.41
89.6	2.71	3.2	2.7	2.67	2.39
89.7	2.84	3.14	2.62	2.65	2.43
89.8	2.88	3.18	2.67	2.88	2.39
89.9	2.93	3.19	2.69	2.83	2.45
90.0	2.87	3.19	2.62	2.7	2.4
90.1	2.81	3.29	2.62	2.76	2.33
90.2	2.76	3.26	2.46	2.75	2.43
90.3	2.8	3.14	2.53	2.73	2.44
90.4	2.89	3.26	2.75	2.71	2.52
90.5	2.85	3.22	2.61	2.75	2.56
90.6	2.77	3.33	2.67	2.88	2.42
90.7	2.84	3.18	2.7	2.82	2.46
90.8	2.71	3.15	2.61	2.87	2.52
90.9	2.67	3.14	2.68	2.87	2.54
91.0	2.7	3.08	2.6	2.87	2.51
91.1	2.75	3.17	2.54	2.73	2.49
91.2	2.88	3.16	2.66	2.81	2.47
91.3	2.77	3.17	2.59	2.84	2.45
91.4	2.7	3.14	2.68	2.96	2.49
91.5	2.67	3.08	2.67	2.88	2.53
91.6	2.75	3.05	2.54	2.87	2.51
91.7	2.7	3.13	2.58	2.76	2.46
91.8	2.79	3.04	2.66	2.83	2.46
91.9	2.71	3.14	2.74	2.8	2.56
92.0	2.9	2.98	2.63	2.69	2.44
92.1	2.78	3.15	2.57	2.69	2.49
92.2	2.79	3.11	2.53	2.48	2.51
92.3	2.76	3.11	2.78	2.46	2.51
92.4	2.72	3.12	2.64	2.49	2.43
92.5	2.87	3.05	2.57	2.7	2.5
92.6	2.87	3.14	2.67	2.7	2.54
92.7	2.75	3.23	2.59	2.72	2.61
92.8	2.68	3.14	2.61	2.76	2.63
92.9	2.64	3.13	2.54	2.86	2.62
93.0	2.84	3.25	2.53	2.94	2.66
93.1	2.83	3.15	2.61	2.66	2.53
93.2	2.99	3.01	2.59	2.63	2.56
93.3	2.91	3.03	2.55	2.66	2.55
93.4	2.9	2.94	2.56	2.61	2.47
93.5	2.84	3.0	2.59	2.57	2.55
93.6	2.92	3.0	2.54	2.51	2.49
93.7	2.84	2.97	2.54	2.49	2.46
93.8	2.85	3.01	2.58	2.46	2.5
93.9	2.89	2.99	2.58	2.5	2.39
94.0	2.91	3.01	2.52	2.52	2.4
94.1	2.8	2.96	2.6	2.46	2.38
94.2	2.74	3.03	2.53	2.47	2.39
94.3	2.76	2.91	2.56	2.42	2.41
94.4	2.75	2.92	2.67	2.27	2.44
94.5	2.8	2.89	2.75	2.54	2.4
94.6	2.74	2.95	2.94	2.52	2.33
94.7	2.73	2.81	2.68	2.54	2.29
94.8	2.81	3.03	2.53	2.52	2.29
94.9	2.76	3.11	2.62	2.66	2.42
95.0	2.76	3.13	2.49	2.52	2.33
95.1	2.74	3.03	2.52	2.47	2.49
95.2	2.65	3.08	2.63	2.41	2.34
95.3	2.59	3.18	2.66	2.51	2.33
95.4	2.64	3.11	2.72	2.52	2.41
95.5	2.82	3.02	2.63	2.57	2.29
95.6	2.8	3.1	2.62	2.69	2.58
95.7	2.82	3.14	2.67	2.69	2.5
95.8	2.99	3.21	2.7	2.6	2.57
95.9	2.93	3.35	2.65	2.56	2.5
96.0	2.78	3.28	2.67	2.63	2.54
96.1	2.91	3.25	2.73	2.8	2.79
96.2	3.05	3.16	2.69	2.73	2.67
96.3	2.83	3.26	2.49	2.75	2.6
96.4	2.91	3.19	2.61	2.94	2.63
96.5	2.83	3.43	2.45	2.88	2.54
96.6	2.95	3.3	2.61	2.93	2.58
96.7	2.89	3.28	2.62	2.87	2.68
96.8	2.82	3.35	2.62	2.85	2.82
96.9	2.92	3.32	2.55	2.74	2.58
97.0	2.82	3.4	2.51	2.82	2.74
97.1	3.05	3.31	2.53	2.89	2.65
97.2	2.97	3.37	2.64	2.86	2.81
97.3	2.88	3.44	2.7	2.87	2.7
97.4	2.82	3.42	2.69	2.77	2.54
97.5	2.78	3.42	2.67	2.95	2.63
97.6	2.85	3.38	2.68	2.78	2.59
97.7	2.65	3.25	2.71	2.86	2.53
97.8	2.78	3.27	2.84	2.86	2.46
97.9	2.76	3.34	2.82	3.07	2.45
98.0	2.75	3.23	2.82	2.92	2.48
98.1	2.77	3.17	2.75	2.76	2.52
98.2	2.76	3.3	2.64	2.93	2.59
98.3	2.87	3.41	2.85	3.09	2.49
98.4	3.04	3.44	2.83	2.95	2.46
98.5	3.09	3.42	2.77	2.8	2.35
98.6	3.09	3.48	2.65	2.94	2.51
98.7	2.92	3.39	2.88	2.78	2.44
98.8	3.01	3.56	2.81	2.91	2.45
98.9	3.08	3.5	2.73	3.01	2.54
99.0	3.07	3.51	2.75	2.85	2.43
99.1	3.07	3.64	2.8	2.81	2.51
99.2	3.14	3.51	2.84	2.83	2.46
99.3	2.96	3.42	2.82	2.84	2.38
99.4	2.98	3.49	2.73	2.8	2.39
99.5	3.0	3.55	2.77	2.92	2.53
99.6	2.85	3.55	2.67	2.93	2.49
99.7	2.98	3.55	2.88	3.04	2.67
99.8	2.88	3.5	2.79	2.97	2.57
99.9	2.88	3.73	2.78	3.24	2.46
100.0	2.88	3.75	2.74	3.41	2.55
100.1	2.88	3.62	2.86	3.35	2.65
100.2	2.92	3.67	2.71	3.25	2.67
100.3	2.88	3.64	2.79	3.23	2.61
100.4	2.92	3.56	2.74	3.33	2.6
100.5	2.94	3.48	2.9	3.19	2.61
100.6	2.78	3.5	2.9	3.08	2.59
100.7	2.85	3.53	2.83	3.11	2.64
100.8	3.09	3.7	2.77	3.05	2.54
100.9	3.11	3.69	2.78	3.09	2.51
101.0	2.97	3.44	2.88	3.17	2.46
101.1	3.04	3.59	2.74	3.13	2.39
101.2	2.93	3.62	2.62	3.11	2.37
101.3	2.91	3.59	2.54	3.01	2.54
101.4	2.8	3.47	2.49	2.98	2.48
101.5	2.91	3.51	2.66	2.93	2.42
101.6	2.84	3.47	2.64	3.1	2.53
101.7	2.79	3.44	2.69	3.11	2.54
101.8	2.95	3.53	2.7	3.14	2.5
101.9	3.0	3.52	2.73	3.3	2.49
102.0	2.97	3.44	2.78	3.23	2.49
102.1	2.92	3.57	2.74	3.2	2.54
102.2	2.9	3.52	2.64	3.24	2.52
102.3	2.88	3.47	2.67	3.39	2.53
102.4	2.74	3.52	2.51	3.38	2.49
102.5	2.75	3.49	2.69	3.25	2.66
102.6	2.67	3.47	2.59	3.21	2.7
102.7	2.72	3.46	2.65	3.19	2.67
102.8	2.68	3.48	2.51	3.13	2.58
102.9	2.71	3.66	2.65	3.14	2.54
103.0	2.82	3.47	2.66	3.23	2.59
103.1	2.75	3.47	2.53	3.11	2.58
103.2	2.86	3.48	2.55	3.17	2.49
103.3	2.86	3.52	2.77	3.0	2.55
103.4	2.85	3.59	2.9	3.1	2.59
103.5	2.84	3.52	2.89	3.05	2.48
103.6	2.95	3.61	2.9	2.91	2.55
103.7	2.96	3.58	2.85	3.04	2.51
103.8	2.95	3.61	2.91	2.98	2.48
103.9	2.85	3.56	2.83	3.11	2.44
104.0	2.83	3.57	2.76	3.19	2.38
104.1	2.87	3.5	2.74	2.86	2.46
104.2	2.86	3.54	2.71	2.89	2.41
104.3	2.87	3.6	2.74	3.06	2.34
104.4	3.05	3.57	2.76	2.95	2.35
104.5	3.04	3.56	2.8	2.84	2.47
104.6	3.07	3.54	2.67	2.86	2.44
104.7	3.18	3.57	2.68	2.91	2.42
104.8	3.14	3.57	2.69	2.92	2.41
104.9	3.22	3.61	2.87	3.11	2.32
105.0	3.19	3.56	2.73	2.97	2.37
105.1	3.28	3.6	2.69	2.9	2.4
105.2	3.19	3.57	2.93	3.0	2.42
105.3	3.19	3.5	2.86	2.95	2.39
105.4	3.25	3.5	2.92	2.91	2.35
105.5	3.33	3.61	2.76	2.94	2.47
105.6	3.32	3.71	2.75	3.0	2.47
105.7	3.41	3.63	2.84	2.92	2.41
105.8	3.4	3.7	2.88	2.77	2.25
105.9	3.49	3.77	2.86	2.78	2.41
106.0	3.4	3.89	2.89	2.83	2.34
106.1	3.22	3.8	2.76	2.77	2.39
106.2	3.13	3.7	2.87	2.81	2.4
106.3	3.11	3.74	2.79	2.77	2.5
106.4	3.06	3.63	2.95	2.89	2.5
106.5	3.23	3.63	2.8	2.74	2.5
106.6	3.41	3.69	2.72	3.0	2.51
106.7	3.23	3.76	2.73	2.87	2.42
106.8	3.34	3.79	2.64	2.95	2.4
106.9	3.24	3.77	2.61	2.93	2.46
107.0	3.31	3.69	2.65	2.88	2.5
107.1	3.4	3.69	2.84	2.88	2.54
107.2	3.32	3.76	2.79	2.84	2.5
107.3	3.41	3.68	2.81	2.92	2.59
107.4	3.33	3.7	2.81	3.01	2.61
107.5	3.45	3.8	2.9	2.99	2.6
107.6	3.41	3.67	2.86	2.99	2.65
107.7	3.45	3.69	2.85	3.09	2.71
107.8	3.41	3.5	2.89	3.14	2.69
107.9	3.42	3.52	2.86	3.13	2.75
108.0	3.28	3.65	3.07	3.05	2.74
108.1	3.36	3.81	2.91	3.1	2.83
108.2	3.29	3.71	2.75	3.02	2.78
108.3	3.46	3.78	2.96	3.18	2.67
108.4	3.39	3.73	2.96	3.17	2.76
108.5	3.25	3.59	2.74	3.13	2.67
108.6	3.26	3.67	2.72	3.13	2.53
108.7	3.16	3.68	2.77	2.96	2.56
108.8	3.26	3.57	2.71	2.99	2.51
108.9	3.23	3.52	2.67	3.0	2.53
109.0	3.24	3.45	2.67	3.1	2.55
109.1	3.31	3.53	2.71	3.02	2.34
109.2	3.32	3.53	2.76	3.06	2.51
109.3	3.11	3.63	2.83	3.07	2.43
109.4	3.18	3.63	2.79	3.12	2.53
109.5	3.2	3.55	2.78	3.05	2.59
109.6	3.16	3.5	2.72	3.18	2.5
109.7	3.11	3.45	2.84	2.94	2.45
109.8	3.2	3.58	2.89	2.83	2.54
109.9	3.14	3.6	2.85	2.84	2.44
110.0	3.27	3.59	2.88	2.93	2.4
110.1	3.19	3.64	2.92	2.93	2.45
110.2	3.2	3.49	2.74	2.94	2.42
110.3	3.16	3.55	2.72	2.86	2.45
110.4	3.22	3.54	2.77	2.79	2.36
110.5	3.22	3.53	2.78	2.95	2.34
110.6	3.31	3.66	2.66	2.94	2.41
110.7	3.38	3.59	2.69	2.88	2.4
110.8	3.32	3.56	2.77	2.82	2.42
110.9	3.33	3.52	2.74	2.89	2.3
111.0	3.23	3.48	2.71	2.94	2.35
111.1	3.13	3.55	2.75	2.92	2.44
111.2	3.06	3.73	2.64	2.96	2.51
111.3	2.96	3.65	2.64	2.93	2.38
111.4	3.06	3.57	2.71	2.89	2.56
111.5	2.88	3.63	2.55	2.93	2.54
111.6	2.96	3.53	2.6	2.99	2.56
111.7	3.11	3.56	2.52	2.93	2.53
111.8	3.05	3.53	2.63	2.84	2.56
111.9	3.05	3.48	2.65	3.04	2.48
112.0	3.09	3.55	2.54	2.99	2.65
112.1	3.1	3.59	2.54	2.9	2.55
112.2	3.05	3.52	2.48	2.99	2.42
112.3	3.1	3.65	2.55	2.79	2.44
112.4	3.15	3.68	2.49	2.79	2.37
112.5	3.01	3.81	2.44	2.75	2.26
112.6	2.96	3.7	2.55	2.82	2.4
112.7	2.94	3.56	2.55	2.83	2.5
112.8	3.07	3.43	2.58	2.88	2.49
112.9	2.98	3.51	2.63	3.02	2.59
113.0	3.08	3.43	2.53	2.93	2.6
113.1	3.05	3.61	2.57	3.0	2.47
113.2	2.97	3.49	2.63	3.02	2.43
113.3	2.98	3.53	2.62	3.04	2.45
113.4	2.97	3.61	2.7	3.07	2.51
113.5	2.95	3.52	2.85	3.06	2.52
113.6	2.98	3.55	2.78	2.9	2.45
113.7	3.08	3.53	2.78	2.81	2.56
113.8	3.07	3.59	2.89	2.82	2.62
113.9	3.1	3.61	2.73	2.93	2.48
114.0	3.17	3.51	2.78	3.02	2.47
114.1	3.23	3.5	2.83	3.0	2.49
114.2	3.25	3.48	2.83	2.91	2.58
114.3	3.25	3.5	2.73	2.95	2.63
114.4	3.26	3.42	2.77	2.84	2.52
114.5	3.35	3.42	2.64	2.92	2.56
114.6	3.28	3.53	2.77	2.95	2.61
114.7	3.29	3.47	2.65	3.07	2.54
